path,category,extension,size_bytes,lines,sha256,status_hint,recommended_action,priority,confidence,evidence_flags,rationale
tests/sgie-busqueda-hibrida.test.ts,tests,.ts,2999,85,b2f436ca901fb9b6bd01019c902f78fef5e1257343338281198b982d9f0c9fbc,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4a-p2-05-p2-06-extended.test.ts,tests,.ts,42604,939,0ac4a49bb14466bfbb00ec759fdd8209736b76caac8f716f6d1d9c3fabb4ba57,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,large_file:939_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
tests/seo-content-audit.test.ts,tests,.ts,6644,186,7b51c9adfdd4d52db34a2d4d34f7c7050ca52a4ab1476e86493877325e652526,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/two-factor-challenges-concurrency.test.ts,tests,.ts,3169,87,341e077a3e15a916809f2d0dc369eb90a0c1e1d1ff186a0f1633ac1d7b863cfc,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3-deepseek-review.test.ts,tests,.ts,26087,540,f08239307a782bcaf6c45b11d5cb969809ec01b45582675424abc76115992a59,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,large_file:540_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
tests/public-claims.test.ts,tests,.ts,2126,56,68c2945e28c84a70b68dfc13a86d913f5a2cc32f389bfba18edbbe5101537fa0,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/change-password-revocation.test.ts,tests,.ts,3962,114,daa7d2fdda0d64d9cbba01a3ffbe8e975cb1cfb985991464b3ec0666d19d7d76,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/auth-lazy-load.test.ts,tests,.ts,1730,49,657070a3c11bf49ced3c133f83f529c7f31495ac86c7f097dcd0e36945f1600c,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4b1-bulk-approval-service.test.ts,tests,.ts,31054,546,e6d3a7d330813ab2be1c2f4143ac8e8b6d9ea9d13dec449c7221cbc36742f00e,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,large_file:546_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
tests/fase4b3-dropboxsign-provider.test.ts,tests,.ts,9503,234,1c642d828ec2343d9d9b2f1622a40036d536772e9076c828355778f1ad23049c,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase5a-lote3-pipeline.test.ts,tests,.ts,12780,367,276b4f3480c29c230314d78d7fb176750c4fec58636a64e38829143df0ebb831,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase5-motor.test.ts,tests,.ts,10709,306,0df6bacdb84a87ccbf36d0407b8e867fbc511c1845c86e85ebdd849ffb6143e4,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4b4-calendar-ui.test.ts,tests,.ts,10530,269,8f82a3a1c076b0a71d652e6f011e7437fdf4be54f0597139eeb2e5f10bb8ee66,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-estados.test.ts,tests,.ts,4404,112,de27e2cd17b28b0fa932bf3024b585fdce59da07d2f5bb32517502f2590544b1,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-resumen-ia.test.ts,tests,.ts,2859,81,2b9820fb34a0a0459bd6e6760ff17bd817e21422d97acdd2a1a8a8be5b066246,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/session-purpose-proxy.test.ts,tests,.ts,1078,25,30013b9b93beccb0d223f4a11320cf2f879cc72fda762701c5a6199e0e169a7c,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-buscar.test.ts,tests,.ts,1351,40,6b8823cfaf9ff4541bc31c1b3f4909a74a96990cdedd1b89b2aff8d79424709a,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/calculo.test.ts,tests,.ts,20573,564,386285fcd6ab33811825592184d11b7d91ff13774e4e31ec2cbb97a00926a6f5,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,large_file:564_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
tests/api-chat.test.ts,tests,.ts,5541,153,dfce6387afc31209e5153140a830e4411297b3614aafc1bb9cb895f5adba77b0,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4a-clasificacion.test.ts,tests,.ts,5476,139,81f654001dfdbdea85e53a66e84b6a3fb2a9eee7fc05346e30fff4194b389332,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/calculo-validator.test.ts,tests,.ts,9355,277,4f42a10ea48d8a11726c75e44f5c01aef114689f89b221688902e7ad0bf2e6b0,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/validation.test.ts,tests,.ts,8810,282,1d4d141875a83a57ce3ed1f290f3143a0de4e885c271ea7b4d37501b1f72392f,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase2-nucleo-durable.test.ts,tests,.ts,15723,429,64678c0b42bde9e178af875adf77d88187ee490aaf1a0fafd23e8ff12499bcdf,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/catalogo-delitos.test.ts,tests,.ts,18340,490,86007ef5e9c68e75ffb8b1926831038fcb229544303e1502933e22fe83799c2b,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4a-feature-flags.test.ts,tests,.ts,15064,344,a175ba15e27e1811edb44eb0ddf170514dbaae40bc79a81b5ffb42f5f63a7a34,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/setup.ts,tests,.ts,910,23,4b9a68603ade0c4cb76cc04ff369562580735601c1ceb7c3d74b2917232407b1,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/analytics-consent-integration.test.tsx,tests,.tsx,5965,145,29b3f69c943cb999f8adfe700c5e837c350f0438ffa18f47c0bc21f44d76399e,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/blog-verification-phase2.test.ts,tests,.ts,6535,170,f651316b619cee6909d0f7d04d7f36acb9edf296593fe8539c5480fa42b4d157,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-calendario.test.ts,tests,.ts,3393,96,b54aedd8c1f6a69f01b03d5429ee754f269344aed565e471d1368d509c74e545,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-ia-documental.test.ts,tests,.ts,5262,138,f848af790528059ffc8636b917ae073ee13fd03175cbfc8d63bfb4ce1255e8d3,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/seo-title.test.ts,tests,.ts,3290,96,d1315701f53684651055701fe1dd298ccb95ec735b5aeddfdad75d351967efc0,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4a-servicios-core.test.ts,tests,.ts,8705,198,2c429904dedbeda28f2f77f41abd155fb3f1aed296cc90073f6118d16ad51548,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3b-review-status.test.ts,tests,.ts,4546,149,4dd9526247e2272fe45e0d99d64c8fee7bc4f0421ed80c19d28a41fde83856c9,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/rate-limit.test.ts,tests,.ts,5662,181,2b115df358a42e5250de8a6d0017b3b668aa5d602570941cf8e81ac10292faa1,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-extraccion-documental.test.ts,tests,.ts,4185,102,384fd64ee881a48a9d1bf5581b3dc5bf0808ad56ab9f9a2ec375b391f0a10f87,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase5a-risk-workload.test.ts,tests,.ts,13598,361,183af0108b07bd1808443af1bd57a1e19ddb727028cdfc8a42f2330b50aab0ea,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3b-deepseek-validation.test.ts,tests,.ts,4215,122,cd6689c3093282871a60348f5b610c7ffdfe10fc857ce9f7bdf35c5d921a1f0d,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4a-pipeline.test.ts,tests,.ts,8177,246,a34ad15996c267c8871dce8400e12e7ab5f11a2bf691fc4ff140fa0efea2ebf9,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/auth.test.ts,tests,.ts,6927,196,9a90eb820c0449d28917cb1dc26860d3bbd74fb98ffd18794e6d1d43e9de1bd9,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3-experiencia-operativa.test.ts,tests,.ts,19440,433,b61262639e80d8607d028d08241f99ca3568c440613e2695f25fcdf65b81724c,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3d-integridad.test.ts,tests,.ts,10371,231,8e0845cb95f9efe512eca1626b64dc2dfd4f928f113b9470a087ad19f6beec6b,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase3d-claims-reconstruidos.test.ts,tests,.ts,7527,213,91a70ddf5b1edf8813547cee0682a3daf45ab860959da42ce2db1ebb63cf2e89,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase5-design-system.test.ts,tests,.ts,11685,283,39e754da9d6de24fce3b83fb0df991cf8128aaf601823a81a411e15450c5cd27,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase4b6-knowledge-copilot.test.ts,tests,.ts,6491,174,8914c3cd8aad3dc97a98a1a88b6d98f33579f32620c4ee3a84413e70870aa882,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/two-factor-challenges.test.ts,tests,.ts,1036,28,8aa965a02818aebb86b592b48127c8b71fa54144aeeee0aebbb0fba832a561ca,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/analytics-config.test.ts,tests,.ts,1210,34,a4bfbaad09293fea6bc253dc1bdbeef0fc0e53a77cf406e87763ef8779e769a2,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-csv.test.ts,tests,.ts,3486,113,dfd421e9daa2929ec4e56575845221c0d87858970f696f4ac4c1f0c2f8c09998,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/blog-verify-fix.test.ts,tests,.ts,87174,1767,83b37bbea8cbeb5d22a23ef8d6adbcc0a7bfcb8789d593efaabcb6c5bb10e087,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,large_file:1767_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
tests/clientes-idor.test.ts,tests,.ts,7347,172,d384794a33693b275596ad5da5b24498407e77c946e6faf0cfafe846888f3826,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/2fa-verify-route.test.ts,tests,.ts,6172,148,6da9a3e0dcf1809017bd9a2e0612914955da49ebed598df553cf22b6e3bf768a,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/sgie-motor-documental.test.ts,tests,.ts,8858,208,8bf91cfaea66c35eb2c81bddb4799e62aa93443d7190747ca676e0fc71313231,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/blog-internal-links.test.ts,tests,.ts,4804,129,15b528ae59c705afa3efef766729ccf02eb01971072bc6b714681af3caeb09f1,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
tests/fase2-paginas-centrales.test.ts,tests,.ts,11119,276,cb7ce9989eef58bfd132550a9e3df08bc4c2285f689643b11d66b69b43fffb63,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
.github/dependabot.yml,ci,.yml,1876,65,eac4adf5b3a36062149207cb136eecd55175b343d84a9011522b3030a812f905,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-install-prompt.ts,hooks,.ts,5850,155,c086d68e5bd1d5b716b0060873a5f143aa77cc6ab9c27605f9e83da286ec056c,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-focus-trap.ts,hooks,.ts,1246,42,e74ac08c4d63c0a68bf732ee43062c56cb7f260da41232b5c2d733aaacaa80ed,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-media-query.ts,hooks,.ts,596,18,0495acee94692fbf1ccb62c4a59a05ef6d3e08d753fd11924e1c079a135254e8,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-debounce.ts,hooks,.ts,331,13,5b5d2e875b956a719787ef40904d9e3be40dc983f160e5a630c5fe758cd0f51e,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-unsaved-changes.ts,hooks,.ts,404,16,954e538e8710c01d1ddee9b84b394b704c8f9c1310bc2e9880d35b85ecf8fdb9,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-reveal.ts,hooks,.ts,3548,110,225e31cf2a6bea0e15a516621f3c3eb2f44eec7b71404614338a79c680ee9d30,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
hooks/use-keyboard-shortcuts.ts,hooks,.ts,1239,42,871571f89f95d1eb3472962cff7146420f1228b116e069f398e3806b94abe21f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
.githooks/pre-commit,other,[none],246,,a091a424fbf8b618da989825dc269002511008dec3b2e3d80f37684025628f25,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
.githooks/pre-merge-commit,other,[none],245,,31da134876c8e3f40b094c3a529c061c7da3dec2562fd470ad5ace6b38a260e2,review,MANTENER_Y_REVISAR,P3,Media,,Revisión ordinaria.
ahrefs/pineda-&-asociados_10-jul-2026_internal-urls_2026-07-10_11-25-16.csv,audit-output,.csv,1016948,,f04c0779373bd54a0be1a5774a3fb880b1a0f58e661a9f6708a7edd424062ff5,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,,Salida puntual de auditoría/exportación; no es runtime.
ahrefs/pineda-&-asociados_10-jul-2026_links-target-r_2026-07-10_11-25-46.csv,audit-output,.csv,81644,,4fa610c71a4ea3d355132c4ad0dfc4a839334bce14fb7f5ab406dec196dfe970,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,duplicado_exact:DUP-14,Salida puntual de auditoría/exportación; no es runtime. Contenido byte-idéntico a otro archivo; elegir una copia canónica.
ahrefs/pineda-&-asociados_10-jul-2026_links-canonica_2026-07-10_11-27-12.csv,audit-output,.csv,366446,,e10e59d7dbe592f45f76c632ddb0f21c16f5b44f6e8d129e90d5db0f6585242e,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,,Salida puntual de auditoría/exportación; no es runtime.
ahrefs/pineda-&-asociados_10-jul-2026_internal-html_2026-07-10_11-25-25.csv,audit-output,.csv,880674,,9eb32774c02c34b633c7c7c99f52859fb707ce6abd9b6c49fc110a13aec76400,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,,Salida puntual de auditoría/exportación; no es runtime.
ahrefs/pineda-&-asociados_10-jul-2026_links-target-r_2026-07-10_11-26-24.csv,audit-output,.csv,81644,,4fa610c71a4ea3d355132c4ad0dfc4a839334bce14fb7f5ab406dec196dfe970,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,duplicado_exact:DUP-14,Salida puntual de auditoría/exportación; no es runtime. Contenido byte-idéntico a otro archivo; elegir una copia canónica.
ahrefs/pineda-&-asociados_10-jul-2026_links-target-4_2026-07-10_11-25-42.csv,audit-output,.csv,4310,,72cab25c26d32ac2598f679412fe94fa0d020a7df6d529f9ce5ea1671a2a9748,historical-audit-review,ARCHIVAR_FUERA_DE_RAIZ_O_RETENER_RESUMEN,P2,Alta,,Salida puntual de auditoría/exportación; no es runtime.
drizzle/seed-fase2.ts,database,.ts,15952,421,693a127978aaa2422b399b13ebbc28c08b9f6e31fefc322d5986c3c5b2b5eb1a,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/seed.ts,database,.ts,9192,243,b674d00b21bc6fdf2b4d02b0981a7dba80ba3bd08925c9c3f82f0ded850b2ca8,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/seed-sgie-demo-carlos.ts,database,.ts,31021,447,5ebcb34aecf66e1474734f6a527a76fb1e98e4daba0c76312208b038962c7446,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/seed-sgie-plantillas.ts,database,.ts,17957,316,6da7fd4f6fe71bcd56f61a25b136146d879eb6ec727520bb944e46c7b6b1e205,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
drizzle/seed-sgie-procedimientos.ts,database,.ts,6102,179,ffabe9772e727df07bc48e28622615db77195465546dfb77f9f17a74c890306a,review,MANTENER_Y_REVISAR,P3,Media,,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/auth.ts,lib,.ts,14904,410,ddfe6bec5a4a44dcb8bdcc4137a2c8c0accabeb4c4ffaa7ea38f0d5e78cfafbc,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/analytics.ts,lib,.ts,12062,309,e7ffb592e58044e183a9c1e19a35045ce1a3c33dbf7575b1ca24962bc6bbc4c4,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/email-staging-wrapper.ts,lib,.ts,2453,105,35d197e187c1894504e716eec1c14f0bbebec60eaed7a43eba594ca244641dc0,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/legal-review.ts,lib,.ts,8438,194,1542a2b30bd89faa15fbfb4f5aabcba1b81c8de9db3e67131e65f497f49168ff,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/blog.ts,lib,.ts,6795,165,9019f53ded838e7a24f3a421b199abe9bf302c91f0c5b60d905de9c8d9c971af,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/test-db-guard.ts,lib,.ts,1610,32,3efd053347b8d01934fb57538417f6d88c485fc9d49f2764505076488bdb7574,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/seo.ts,lib,.ts,8094,230,a7a05cd16e1bffa5d0b545e0b2d5df35fce8af287a271fe970cad2891fa2ae0d,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/constants.ts,lib,.ts,429,18,4d8532420190ef3cfc0ef7d7c75af6fec6d2efdf41ab03825acba233a684a6cd,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/calculo-validator.ts,lib,.ts,7147,175,bef492f2a7c967e3caaa3554f48feeb802f83c6b3310d1855f230aa18cd3978d,review,INTEGRAR_EN_RUNTIME_O_RETIRAR,P1,Alta,,Solo está conectado a pruebas; no al producto.
lib/storage.ts,lib,.ts,4511,147,f7e81b1edf941eba3cd70198a8fe3deb3aeb7be23c954ebb637b2dfb4b1a500d,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/http-errors.ts,lib,.ts,1893,72,05a4ed9eeec842582b93d4b8b2ff8a16262308fbb8ca0d662f8cc4d6c30b6f48,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/blog-hub.ts,lib,.ts,7918,213,0461fadb0e4be85857fa44108b233e37f47e29784f998413506a3ca0e975738d,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/faq-unified.ts,lib,.ts,4805,88,e8a00aaed265251b06b7ae13d3125ffbc6f132b0a4872f6909f7044997029e24,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/pdf-document.tsx,lib,.tsx,15346,556,e5117ec14645ebeaa5a26693b31dd48272523cbd43ad5c1a2a9fb8701fa34062,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:556_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/file-validation.ts,lib,.ts,6963,186,02de58a351057d5408f32dd6ee033b2fc8cda5275591d9dd399e71e17a4444d5,review,VALIDAR_Y_ELIMINAR_CANDIDATO,P1,Media,,Sin entrada ni importaciones runtime detectadas.
lib/estados-delitos.ts,lib,.ts,1790,64,6a56288b51cce2bc7cad0473e9b2d2e3c34a564c77e06e05250436de2a51bad1,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/entity-dictionary.ts,lib,.ts,10350,282,eb5115afe920ced02add762313225b26a48236381b3e3857b8439892a55199f3,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/blog-toc.ts,lib,.ts,3601,105,f85c776e7cf94bfc23c84ae6f6f0ab1a07ecbd1a2d5843a795b3276f05358dd2,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/ui.ts,lib,.ts,5809,147,54785306e7aba0a15ab2111c1934411b4d46ca448047d37385866267139c129b,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/legal-content.ts,lib,.ts,1719,53,d731dee26ffd9bbc0a62c06d1dd88a5aecafcb8e22cecc620ae0959f41b81b27,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/blog-context-linker.ts,lib,.ts,10447,301,daba73b5abad2f84e4db70ea42987ea3f70ab493557501f925b429b787748950,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/page-content-db.ts,lib,.ts,44995,759,2dadd8b1a4d20783046d9ccddbcae706dc2909140cc8538ede799aa4330461dc,review,MANTENER_Y_PLANIFICAR_REFACTORIZACION,P2,Alta,runtime-reachable;large_file:759_lines,Supera el presupuesto recomendado de tamaño; candidato a modularización.
lib/calculo.ts,lib,.ts,1365,46,2b62edeb4acb2dab419bb2dc98c3493d01253b2641e0332e30b7ab0b475fe5c4,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/lead-magnets.ts,lib,.ts,4359,108,2f689b33651bcc628da9aded0dfcbd0cce2c73e09e5dffdd3df9f83e12cd4a85,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/sanitize.ts,lib,.ts,1445,44,86c4006ded64fec57e4252257ad1fff652b6a006a88901a8624ada6eb2f38880,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/catalogos.ts,lib,.ts,6057,59,4971a427efde0e64ee68e3497ac7bc714006d8e065374ba9880406a176e48c30,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/audit.ts,lib,.ts,2184,77,86dc9c7d83ca999426e252badc260e1b57373793b78c675e647e626a4f2178fc,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/blog-db.ts,lib,.ts,4416,137,20eb0cdcbd882470d3553b2a7b170cf10cc776eae59a64bae76b413a1e1b984c,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
lib/faq-schema.ts,lib,.ts,1065,34,3af8809b31a9461b1c223b5e571cea2ec86621ffb4b937e8b3079c217bf5b91f,review,MANTENER_Y_REVISAR,P3,Media,runtime-reachable,No se confirmó obsolescencia en el análisis estático; conservar hasta validación dinámica.
