url,query_cluster,gsc_clicks_90,gsc_impressions_90,gsc_ctr,gsc_position,bing_clicks,bing_impressions,organic_sessions,key_events,conversion_rate,content_action,cannibalization,legal_risk,recommended_action,priority_score
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-honduras-guia-completa","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-franquicia-aspectos","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/abogado-empresas-san-lorenzo","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/tributario/facturacion-electronica-requisitos-sar","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/herencias-honduras-fallece-familiar","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/delitos-ambientales-como-denunciarlos-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/central-riesgos-honduras-consultar-impugnar","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/costos-honorarios-abogados-como-funcionan-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derecho-ambiental-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-cuando-conviene-como-funciona-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-personas-fisicas-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-mercantil/elegir-tipo-sociedad-empresa-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-abogados-nacaome","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-que-hacer-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-procedencia-defensa-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/derechos-del-detenido-guia-constitucional-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/derechos-consumidor-financiero-cnbs-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-amapala-valle","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/registrar-marca-paso-a-paso-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/recurso-de-amparo-para-que-sirve-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/lavado-activos-obligaciones","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/guia-aduanera-importaciones-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/noticias-legales/actualizacion-legislativa-mensual-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/patentes-requisitos-proceso-solicitud-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importar-china-guia-aduanera","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/registrar-marca-honduras-paso-a-paso","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-buen-abogado-guia-practica-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-multidisciplinario-ventajas-honduras","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-choluteca","","0","0","0","0","0","0","0","0","0","NOINDEX","","lawyer_review_pending","NOINDEX","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/proceso-consulta-legal-pineda","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/tramites-legales-nacaome","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/practica-legal/como-preparar-demanda-guia-no-abogados-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/visas-inversion-rentista-pensionado","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-administrativo/sanciones-administrativas-como-defenderse-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
"https://www.pinedayasociadoshn.com/blog/derecho-civil/servicios-legales-empresas-sur-honduras","","0","0","0","0","0","0","0","0","0","DATA_REQUIRED","","lawyer_review_pending","DATA_REQUIRED","0"
