path,pattern,count
docs/adr/ADR-013-bulk-document-approval.md,placeholder,5
docs/adr/ADR-009-alert-sla-strategy.md,placeholder,1
docs/adr/ADR-012-ai-governance-and-prompt-injection.md,todo,1
docs/adr/ADR-012-ai-governance-and-prompt-injection.md,placeholder,4
docs/adr/ADR-007-client-portal-strategy.md,placeholder,1
docs/adr/ADR-005-ocr-strategy.md,placeholder,4
docs/adr/ADR-010-feature-flags-and-kill-switches.md,placeholder,1
docs/adr/ADR-003-job-queue-strategy.md,placeholder,2
docs/adr/ADR-011-document-automation-orchestrator.md,placeholder,2
docs/adr/ADR-006-ai-router.md,placeholder,1
docs/seo/bing-webmaster-oauth.md,explicit_any,1
docs/seo/estrategia-derecho-penal.md,placeholder,2
docs/seo/auth-cli.md,hardcoded_localhost,1
docs/seo/live-data-access.md,todo,1
docs/seo/live-data-access.md,placeholder,4
docs/strategy/especializacion-sgie-honduras-abogados.md,todo,6
docs/strategy/especializacion-sgie-honduras-abogados.md,placeholder,50
docs/strategy/plan-maestro-mejora-sgie-admin-integracion.md,todo,10
docs/strategy/plan-maestro-mejora-sgie-admin-integracion.md,placeholder,32
docs/handoffs/fase-2-a-fase-3.md,todo,1
docs/handoffs/fase-2-a-fase-3.md,placeholder,7
docs/handoffs/fase-1-a-fase-2.md,placeholder,1
docs/handoffs/SGIE_NEW_CHAT_CONTEXT.md,placeholder,1
docs/handoffs/fase-3-a-fase-4.md,todo,1
docs/handoffs/fase-3-a-fase-4.md,placeholder,2
docs/handoffs/fase-4b1-bulk-approval.md,placeholder,1
docs/handoffs/fase-4a-hardening-and-validation.md,placeholder,10
docs/audits/fase3b-lote1-correcciones-aplicadas.md,placeholder,1
docs/audits/plan-accion-seo-post-auditoria-2026-07-08.md,todo,2
docs/audits/plan-accion-seo-post-auditoria-2026-07-08.md,placeholder,15
docs/audits/fase5b-cierre-integridad-lote3.md,placeholder,4
docs/audits/fase3d-estados-recalculados.json,placeholder,7
docs/audits/fase6-matriz-articulos-verificada.json,placeholder,107
docs/audits/fase3b-lote1-rollback.md,todo,1
docs/audits/fase7c-matriz-hallazgos-juridicos.json,placeholder,1
docs/audits/auditoria-blog-juridica-seo-geo-verificacion.md,placeholder,5
docs/audits/fase6-inventario-global-restante.md,placeholder,2
docs/audits/fase3-lote1-google-search.json,todo,2
docs/audits/fase6d-inventario-autoritativo.json,todo,1
docs/audits/fase6d-inventario-autoritativo.json,placeholder,1
docs/audits/transformacion-web-publica.md,todo,1
docs/audits/transformacion-web-publica.md,deprecated,5
docs/audits/transformacion-web-publica.md,placeholder,5
docs/audits/revision-final-seo-gsc-ga4-canonical-2026-07-08.md,placeholder,13
docs/audits/fase5a-lote3-estados-finales.json,placeholder,10
docs/audits/fase4c-cierre-trazabilidad-lote2.md,placeholder,2
docs/audits/fase3-lote1-deepseek.json,placeholder,2
docs/audits/blog-revision-humana-pendiente.md,placeholder,3
docs/audits/fase3-lote1-invalidado-gpt4o.json,todo,2
docs/audits/fase3-lote1-invalidado-gpt4o.json,placeholder,1
docs/audits/fase7-matriz-134-articulos.json,todo,1
docs/audits/fase4a-lote2-seleccion.json,todo,1
docs/audits/clasificacion-bing-site-explorer-url-por-url-2026-07-08.md,todo,2
docs/audits/clasificacion-bing-site-explorer-url-por-url-2026-07-08.md,placeholder,10
docs/audits/fase3-lote1-fuentes-ampliadas.md,placeholder,8
docs/audits/fase3c-articulos-desbloqueados.md,placeholder,1
docs/audits/fase4a-lote2-validacion-final.md,placeholder,15
docs/audits/fase3b-lote1-fuentes-oficiales.md,placeholder,2
docs/audits/fase3-lote1-claims-centrales-pendientes.json,todo,1
docs/audits/fase3-lote1-claims-centrales-pendientes.json,placeholder,1
docs/audits/auditoria-blog-juridica-seo-geo-final.md,placeholder,5
docs/audits/fase3e-service-worker-final.md,placeholder,4
docs/audits/fase4a-lote2-estados-finales.json,placeholder,7
docs/audits/analisis-bing-warnings-excluded-2026-07-08.md,todo,4
docs/audits/analisis-bing-warnings-excluded-2026-07-08.md,deprecated,1
docs/audits/analisis-bing-warnings-excluded-2026-07-08.md,placeholder,6
docs/audits/auditoria-descriptiva-intranet-sgie-admin.md,placeholder,59
docs/audits/auditoria-bing-webmaster-2026-07-08.md,todo,1
docs/audits/auditoria-bing-webmaster-2026-07-08.md,deprecated,4
docs/audits/auditoria-bing-webmaster-2026-07-08.md,placeholder,6
docs/audits/fase7-elegibles.json,todo,1
docs/audits/fase3b-lote1-estados-finales.json,placeholder,7
docs/audits/fase6-plan-ejecucion-lotes.json,placeholder,1
docs/audits/fase3d-validacion-final.md,placeholder,4
docs/audits/fase4a-lote2-validacion-local.md,placeholder,5
docs/audits/fase3d-integridad-claims.md,placeholder,8
docs/audits/indexacion-monitorizacion.md,placeholder,40
docs/audits/blog-pendientes-revision-humana.md,placeholder,3
docs/audits/fase4b-integridad-correcciones.json,placeholder,2
docs/audits/fase5a-lote3-rollback.md,console_log,2
docs/audits/fase3-seguridad-secretos.md,placeholder,1
docs/audits/fase7b-cierre-productivo.md,placeholder,9
docs/audits/fase7c-validacion-produccion-134.json,todo,7
docs/audits/fase7c-validacion-produccion-134.json,placeholder,1
docs/audits/fase3c-codigo-ninez.md,todo,1
docs/audits/fase3c-codigo-ninez.md,placeholder,6
docs/audits/fase6-inventario-pendiente-verificado.json,placeholder,3
docs/audits/fase6-cierre-global-verificado.md,placeholder,5
docs/audits/fase7-inventario-final.json,todo,3
docs/audits/fase3b-lote1-claims-finales.json,placeholder,2
docs/audits/fase6-plan-global-lotes.json,todo,1
docs/audits/fase3-lote1-correcciones-verificadas.md,placeholder,2
docs/audits/cierre-ejecucion-seo-2026-07-08.md,todo,2
docs/audits/cierre-ejecucion-seo-2026-07-08.md,placeholder,12
docs/audits/fase3c-seo-geo.md,placeholder,1
docs/audits/fase4a-lote2-claims-finales.json,todo,5
docs/audits/fase3c-validacion.md,todo,1
docs/audits/fase3c-validacion.md,placeholder,3
docs/audits/fase6-inventario-corregido.json,placeholder,2
docs/audits/fase4b-estados-definitivos.json,placeholder,9
docs/audits/fase3-lote1-build.md,todo,2
docs/audits/fase3-lote1-build.md,explicit_any,1
docs/audits/fase7-inventario-global.md,todo,1
docs/audits/fase3-lote1-rollback-actualizado.md,console_log,1
docs/audits/fase3-lote1-rollback-actualizado.md,placeholder,1
docs/audits/fase5a-lote3-correcciones-propuestas.md,placeholder,1
docs/audits/fase3d-rollback.md,placeholder,1
docs/audits/fase3d-service-worker.md,placeholder,13
docs/audits/fase5a-lote3-claims-finales.json,placeholder,1
docs/audits/fase3b-lote1-validacion.md,todo,1
docs/audits/fase3b-lote1-validacion.md,placeholder,3
docs/audits/fase3d-articulo-71-trazabilidad.md,placeholder,2
docs/audits/fase3-lote1-cierre-correctivo.md,placeholder,4
docs/audits/fase3-lote1-claims-con-importancia.json,todo,3
docs/audits/fase3-lote1-claims-con-importancia.json,placeholder,1
docs/audits/fase3e-rollback.md,placeholder,1
docs/audits/fase4b-incidencia-commit-3769416d.md,placeholder,3
docs/audits/fase4b-validacion-visual.md,todo,1
docs/audits/fase4b-validacion-visual.md,placeholder,3
docs/audits/fase3c-estados-finales.json,placeholder,6
docs/audits/blog-inventario.json,todo,4
docs/audits/revision-gsc-ga4-mejoras-2026-07-08.md,todo,3
docs/audits/revision-gsc-ga4-mejoras-2026-07-08.md,placeholder,4
docs/audits/fase3c-rollback.md,todo,1
docs/audits/fase3c-rollback.md,console_log,1
docs/audits/fase3c-rollback.md,placeholder,1
docs/audits/fase6-ejecucion-invalida-incidente.md,placeholder,3
docs/audits/fase3c-procedencia-fuentes.md,placeholder,1
docs/audits/fase7-cierre-global.md,placeholder,3
docs/audits/lighthouse-treemap-performance-2026-07-08.md,placeholder,13
docs/audits/fase3e-validacion-visual.md,placeholder,2
docs/audits/fix-bing-oauth-2026-07-08.md,placeholder,8
docs/audits/fase3e-validacion-final.md,placeholder,4
docs/audits/fase6-inventario-ejecucion.json,placeholder,1
docs/audits/fase6-inventario-global-restante.json,todo,1
docs/audits/fase7-inventario-global.json,todo,3
docs/audits/fase3c-claims-finales.json,todo,1
docs/audits/fase3-lote1-claims.json,placeholder,2
docs/architecture/estudio-tecnico-viabilidad-sgie-autonomo.md,todo,1
docs/architecture/estudio-tecnico-viabilidad-sgie-autonomo.md,placeholder,17
docs/architecture/auditoria-consolidada-viabilidad-sgie.md,todo,3
docs/architecture/auditoria-consolidada-viabilidad-sgie.md,placeholder,10
docs/architecture/fase-4a-automatizacion-documental-core.md,placeholder,2
docs/architecture/fase-1-nucleo-admin-identidad-calendario.md,todo,1
docs/architecture/fase-1-nucleo-admin-identidad-calendario.md,placeholder,7
docs/architecture/fase-3-experiencia-operativa-cliente.md,todo,2
docs/architecture/fase-2-nucleo-durable-documentos-comunicaciones.md,placeholder,10
docs/architecture/fase-4b1-bulk-approval.md,todo,1
docs/architecture/fase-4b1-bulk-approval.md,placeholder,5
docs/auditoria/PLAN-ACCION.md,placeholder,4
docs/auditoria/MATRIZ-TRAZABILIDAD-gemini3.5.md,placeholder,10
docs/auditoria/RESULTADOS-PRUEBAS-gemini3.5.md,todo,1
docs/auditoria/REDISENO-SGIE-ADMIN-gemini3.5.md,placeholder,2
docs/auditoria/REDISENO-SGIE-ADMIN.md,todo,1
docs/auditoria/REDISENO-SGIE-ADMIN.md,placeholder,3
docs/auditoria/HALLAZGOS.md,deprecated,1
docs/auditoria/HALLAZGOS.md,placeholder,4
docs/auditoria/RESULTADOS-PRUEBAS.md,placeholder,5
docs/auditoria/MATRIZ-TRAZABILIDAD.md,placeholder,3
docs/roadmap/SGIE_IMPLEMENTATION_CHECKLIST.md,placeholder,12
docs/audits/fase3c-paquetes-revision-humana/violencia-domestica-ruta-legal-honduras.md,placeholder,3
docs/audits/fase3c-paquetes-revision-humana/index.md,placeholder,4
docs/audits/fase3c-paquetes-revision-humana/defensa-penal-menores-edad-honduras.md,todo,1
docs/audits/fase3c-paquetes-revision-humana/defensa-penal-menores-edad-honduras.md,placeholder,4
docs/audits/fase3c-paquetes-revision-humana/allanamiento-ilegal-violacion-domicilio-honduras.md,placeholder,2
docs/audits/fase3c-paquetes-revision-humana/cuando-prescribe-delito-en-honduras.md,placeholder,5
docs/audits/fase3c-paquetes-revision-humana/derechos-detenido-honduras-guia-constitucional.md,placeholder,2
docs/audits/fase3c-paquetes-revision-humana/antejuicio-en-honduras.md,placeholder,2
docs/audits/fase3c-paquetes-revision-humana/abogado-penalista-choluteca.md,placeholder,2
docs/audits/fase4a-lote2-revision-humana/custodia-hijos-honduras-juez.md,placeholder,2
docs/audits/fase4a-lote2-revision-humana/index.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/union-de-hecho-requisitos-derechos-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/proteccion-datos-personales-derechos-arco-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/banco-demanda-deuda-defensa-opciones-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/contratos-trabajo-tipos-clausulas-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/como-preparar-demanda-guia-no-abogados-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/derechos-indigenas-consulta-previa-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/index.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/codigo-aduanero-centroamericano.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/adopcion-requisitos-proceso-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/importar-mercancias-guia-aduanera.md,placeholder,1
docs/audits/fase5a-lote3-revision-humana/importar-china-guia-aduanera.md,placeholder,1
docs/audits/fase5a-lote3-revision-humana/reclamar-deuda-legalmente-honduras.md,placeholder,2
docs/audits/fase5a-lote3-revision-humana/patentes-requisitos-proceso-solicitud-honduras.md,placeholder,2
docs/audits/fase7/lote-B-bodies.json,placeholder,5
docs/audits/fase6/lote-13/cuando-prescribe-delito-en-honduras/entrada.json,placeholder,2
docs/audits/fase6/lote-13/violencia-domestica-ruta-legal-honduras/entrada.json,placeholder,2
docs/audits/fase6/lote-13/violencia-domestica-ruta-legal-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-13/defensa-penal-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-13/defensa-penal-honduras/pasada-a.json,placeholder,1
docs/audits/fase6/lote-13/divorcio-honduras-guia-completa/entrada.json,todo,1
docs/audits/fase6/lote-13/divorcio-honduras-guia-completa/entrada.json,placeholder,2
docs/audits/fase6/lote-13/divorcio-honduras-guia-completa/pasada-a.json,todo,3
docs/audits/fase6/lote-13/danos-perjuicios-indemnizacion-honduras/entrada.json,todo,1
docs/audits/fase6/lote-13/danos-perjuicios-indemnizacion-honduras/pasada-a.json,todo,4
docs/audits/fase6/lote-9/lavado-activos-obligaciones/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/defensa-sar-choluteca/entrada.json,todo,1
docs/audits/fase6/lote-9/defensa-sar-choluteca/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/defensa-sar-choluteca/pasada-a.json,todo,1
docs/audits/fase6/lote-9/divorcio-honduras-pasos-requisitos/entrada.json,todo,3
docs/audits/fase6/lote-9/divorcio-honduras-pasos-requisitos/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/tipos-sociedad-mercantil-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/tipos-sociedad-mercantil-honduras/pasada-b.json,todo,2
docs/audits/fase6/lote-9/tipos-sociedad-mercantil-honduras/pasada-b.json,placeholder,3
docs/audits/fase6/lote-9/tipos-sociedad-mercantil-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-9/tipos-sociedad-mercantil-honduras/pasada-a.json,placeholder,2
docs/audits/fase6/lote-9/registrar-marca-honduras-paso-a-paso/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/registrar-marca-honduras-paso-a-paso/pasada-b.json,placeholder,3
docs/audits/fase6/lote-9/titulos-valores-cheques-sin-fondo-honduras/entrada.json,todo,2
docs/audits/fase6/lote-9/titulos-valores-cheques-sin-fondo-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/titulos-valores-cheques-sin-fondo-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/titulos-valores-cheques-sin-fondo-honduras/pasada-b.json,placeholder,3
docs/audits/fase6/lote-9/titulos-valores-cheques-sin-fondo-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-9/violencia-intrafamiliar-denuncia-proteccion-honduras/entrada.json,todo,1
docs/audits/fase6/lote-9/violencia-intrafamiliar-denuncia-proteccion-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/violencia-intrafamiliar-denuncia-proteccion-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/compraventa-inmuebles-aspectos-legales-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-9/compraventa-inmuebles-aspectos-legales-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/compraventa-inmuebles-aspectos-legales-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/tributar-espana-bienes-guia/entrada.json,placeholder,1
docs/audits/fase6/lote-9/tributar-espana-bienes-guia/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/tributar-espana-bienes-guia/pasada-b.json,placeholder,4
docs/audits/fase6/lote-9/recurso-de-amparo-para-que-sirve-honduras/entrada.json,todo,1
docs/audits/fase6/lote-9/recurso-de-amparo-para-que-sirve-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/recurso-de-amparo-para-que-sirve-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-9/guia-aduanera-importaciones-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/guia-aduanera-importaciones-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/guia-aduanera-importaciones-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-9/usucapion-prescripcion-adquisitiva-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/usucapion-prescripcion-adquisitiva-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/entrada.json,todo,1
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/pasada-b.json,placeholder,2
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-9/competencia-desleal-como-denunciar-honduras/pasada-a.json,placeholder,2
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/entrada.json,placeholder,2
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-9/responsabilidad-medica-mala-praxis-honduras/pasada-a.json,placeholder,1
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/entrada.json,todo,2
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/pasada-b.json,placeholder,6
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/pasada-a.json,todo,4
docs/audits/fase6/lote-9/actualizacion-legislativa-mensual-honduras/pasada-a.json,placeholder,2
docs/audits/fase6/lote-4/contratacion-publica-licitaciones/pasada-b.json,placeholder,1
docs/audits/fase6/lote-4/habilitacion-clinicas-hospitales/entrada.json,todo,1
docs/audits/fase6/lote-4/habilitacion-clinicas-hospitales/pasada-b.json,placeholder,1
docs/audits/fase6/lote-4/habilitacion-clinicas-hospitales/pasada-a.json,placeholder,1
docs/audits/fase6/lote-4/centro-conciliacion-arbitraje-ccic/entrada.json,placeholder,1
docs/audits/fase6/lote-4/zonas-libres-zoli-beneficios-fiscales-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-4/calcular-prestaciones-laborales-honduras/entrada.json,todo,2
docs/audits/fase6/lote-4/calcular-prestaciones-laborales-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-4/registro-sanitario-alimentos-arsa-paso-a-paso-honduras/entrada.json,todo,1
docs/audits/fase6/lote-4/registro-sanitario-alimentos-arsa-paso-a-paso-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-4/registro-sanitario-alimentos-arsa-paso-a-paso-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-4/contratos-mercantiles-proteger-negocio/entrada.json,todo,1
docs/audits/fase6/lote-4/contratos-mercantiles-proteger-negocio/entrada.json,placeholder,1
docs/audits/fase6/lote-4/reformas-legales-recientes-honduras/entrada.json,todo,3
docs/audits/fase6/lote-4/reformas-legales-recientes-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-4/licencia-ambiental-categorias-plazos-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-4/expropiacion-forzosa-derechos-propietario-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-4/central-riesgos-consultar-impugnar-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-4/contratos-empleadas-domesticas-obligaciones-honduras/entrada.json,todo,1
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/entrada.json,placeholder,4
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/pasada-b.json,placeholder,2
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-7/impuesto-renta-personas-fisicas-honduras/pasada-a.json,placeholder,1
docs/audits/fase6/lote-7/herencias-honduras-fallece-familiar/entrada.json,todo,1
docs/audits/fase6/lote-7/herencias-honduras-fallece-familiar/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/herencias-honduras-fallece-familiar/pasada-b.json,todo,5
docs/audits/fase6/lote-7/herencias-honduras-fallece-familiar/pasada-b.json,placeholder,1
docs/audits/fase6/lote-7/herencias-honduras-fallece-familiar/pasada-a.json,todo,3
docs/audits/fase6/lote-7/costos-honorarios-abogados-como-funcionan-honduras/entrada.json,todo,1
docs/audits/fase6/lote-7/costos-honorarios-abogados-como-funcionan-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/costos-honorarios-abogados-como-funcionan-honduras/pasada-b.json,placeholder,5
docs/audits/fase6/lote-7/devolucion-impuestos-como-solicitarla-honduras/entrada.json,todo,1
docs/audits/fase6/lote-7/devolucion-impuestos-como-solicitarla-honduras/entrada.json,placeholder,3
docs/audits/fase6/lote-7/devolucion-impuestos-como-solicitarla-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/devolucion-impuestos-como-solicitarla-honduras/pasada-b.json,placeholder,2
docs/audits/fase6/lote-7/devolucion-impuestos-como-solicitarla-honduras/pasada-a.json,placeholder,2
docs/audits/fase6/lote-7/jornada-laboral-horas-extra-descansos-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-7/jornada-laboral-horas-extra-descansos-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/jornada-laboral-horas-extra-descansos-honduras/pasada-b.json,todo,5
docs/audits/fase6/lote-7/jornada-laboral-horas-extra-descansos-honduras/pasada-b.json,placeholder,4
docs/audits/fase6/lote-7/jornada-laboral-horas-extra-descansos-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/pasada-b.json,placeholder,6
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/pasada-a.json,todo,3
docs/audits/fase6/lote-7/acoso-laboral-mobbing-honduras/pasada-a.json,placeholder,8
docs/audits/fase6/lote-7/registrar-marca-paso-a-paso-honduras/entrada.json,todo,1
docs/audits/fase6/lote-7/registrar-marca-paso-a-paso-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/registrar-marca-paso-a-paso-honduras/pasada-b.json,placeholder,4
docs/audits/fase6/lote-7/registrar-marca-paso-a-paso-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-7/etapa-investigacion-proceso-penal-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/etapa-investigacion-proceso-penal-honduras/pasada-b.json,todo,1
docs/audits/fase6/lote-7/pension-alimenticia-honduras-como-solicitarla/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/arbitraje-cuando-conviene-como-funciona-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/arbitraje-cuando-conviene-como-funciona-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-7/arbitraje-cuando-conviene-como-funciona-honduras/pasada-a.json,placeholder,1
docs/audits/fase6/lote-7/divorcio-tipos-requisitos-tiempos-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/divorcio-tipos-requisitos-tiempos-honduras/pasada-b.json,todo,5
docs/audits/fase6/lote-7/divorcio-tipos-requisitos-tiempos-honduras/pasada-b.json,placeholder,2
docs/audits/fase6/lote-7/divorcio-tipos-requisitos-tiempos-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-7/delitos-ambientales-como-denunciarlos-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/delitos-ambientales-como-denunciarlos-honduras/pasada-b.json,placeholder,3
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/entrada.json,todo,1
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/entrada.json,placeholder,1
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/pasada-b.json,todo,1
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/pasada-b.json,placeholder,1
docs/audits/fase6/lote-7/central-riesgos-honduras-consultar-impugnar/pasada-a.json,todo,1
docs/audits/fase6/lote-7/derecho-ambiental-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/derecho-ambiental-honduras/pasada-b.json,placeholder,1
docs/audits/fase6/lote-7/reagrupacion-familiar-hondurenos-espana/decision-final.json,placeholder,1
docs/audits/fase6/lote-7/reagrupacion-familiar-hondurenos-espana/pasada-b.json,todo,1
docs/audits/fase6/lote-7/reagrupacion-familiar-hondurenos-espana/pasada-b.json,placeholder,6
docs/audits/fase6/lote-7/reagrupacion-familiar-hondurenos-espana/pasada-a.json,placeholder,1
docs/audits/fase6/lote-14/prescripcion-deudas-plazos-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-14/pension-alimenticia-honduras-guia-completa/entrada.json,placeholder,1
docs/audits/fase6/lote-14/juicio-oral-etapas-que-esperar-honduras/entrada.json,todo,1
docs/audits/fase6/lote-14/juicio-oral-etapas-que-esperar-honduras/pasada-a.json,todo,2
docs/audits/fase6/lote-14/fianza-medidas-cautelares-proceso-penal-honduras/entrada.json,todo,1
docs/audits/fase6/lote-14/fianza-medidas-cautelares-proceso-penal-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-14/derechos-trabajadora-embarazada-honduras/entrada.json,todo,1
docs/audits/fase6/lote-14/derechos-trabajadora-embarazada-honduras/pasada-a.json,todo,1
docs/audits/fase6/lote-14/despido-laboral-honduras-guia-completa/pasada-a.json,todo,1
docs/audits/fase6/lote-6/riesgos-profesionales-accidentes/entrada.json,todo,1
docs/audits/fase6/lote-6/riesgos-profesionales-accidentes/decision-final.json,placeholder,1
docs/audits/fase6/lote-6/riesgos-profesionales-accidentes/pasada-b.json,todo,3
docs/audits/fase6/lote-6/riesgos-profesionales-accidentes/pasada-a.json,todo,8
docs/audits/fase6/lote-6/riesgos-profesionales-accidentes/pasada-a.json,placeholder,1
docs/audits/fase6/lote-6/evaluacion-impacto-ambiental-honduras/entrada.json,placeholder,1
docs/audits/fase6/lote-6/evaluacion-impacto-ambiental-honduras/PASADA-B.json,placeholder,1
docs/audits/fase6/lote-6/evaluacion-impacto-ambiental-honduras/decision-final.json,placeholder,1
docs/audits/fase6/lote-6/evaluacion-impacto-ambiental-honduras/PASADA-A.json,placeholder,3
docs/audits/fase6/lote-6/arbitraje-honduras-guia-completa/entrada.json,todo,3
docs/audits/fase6/lote-6/arbitraje-honduras-guia-completa/decision-final.json,placeholder,1
docs/audits/fase6/lote-6/arbitraje-honduras-guia-completa/pasada-b.json,todo,2
docs/audits/fase6/lote-6/arbitraje-honduras-guia-completa/pasada-b.json,placeholder,4
docs/audits/fase6/lote-6/contratos-franquicia-aspectos/entrada.json,todo,1
docs/audits/fase6/lote-6/contratos-franquicia-aspectos/decision-final.json,placeholder,1
docs/audits/fase6/lote-6/contratos-franquicia-aspectos/pasada-b.json,placeholder,4
docs/audits/fase6/lote-6/importaciones-san-lorenzo/decision-final.json,placeholder,1
docs/audits/fase6/lote-6/importaciones-san-lorenzo/pasada-b.json,placeholder,1
