# pr25-final-diff-inventory.csv — generado por scripts/generate-pr25-diff-inventory.mjs
# head=5218755aa9d41343beb48e504b5574b187724e15 main=57aa3edd39ea1aed769d8cd7eb807ac71eb47602 date=2026-07-30T09:56:51.430Z
# 288 archivos. Clasificación determinista por ruta.
path,status,area,risk,public_runtime,private_runtime,database,migration,security,editorial,generated,tests,docs,expected,owner_step,issue,final_status
docs/seo/current/local-landing-classification.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/master-implementation-status.md,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/master-plan-implementation-ledger.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/pending-resignature-validation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/phase3-adversarial-review.md,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/public-claims-structured-data-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/public-faq-data-audit.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/query-url-map.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/redirect-candidates.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/structured-data-claim-parity.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/current/title-metadata-remediation.csv,A,SEO_EVIDENCE,LOW,false,false,false,false,false,false,true,false,false,evidence_artifact,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/patches/phase3/civil-notarial-batch-01.json,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/patches/phase3/familia-batch-01.json,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/patches/phase3/laboral-batch-01.json,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/patches/phase3/mercantil-batch-01.json,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/patches/phase3/penal-batch-01.json,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/review-packets/civil-notarial/batch-01.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/review-packets/familia/batch-01.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/review-packets/laboral/batch-01.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/review-packets/mercantil/batch-01.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
docs/seo/review-packets/penal/batch-01.md,A,DOCS,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
drizzle/migrations/0059_blog_editorial_signatures.sql,A,OTHER,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,manual_review,REVIEW
hooks/use-consent-observer.ts,A,OTHER,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,manual_review,REVIEW
hooks/use-focus-trap.ts,M,OTHER,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,manual_review,REVIEW
lib/blog-attribution.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-db.ts,M,BLOG,MEDIUM,false,false,false,false,true,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-format.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-generated-cta.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-html-sanitizer.ts,A,BLOG,MEDIUM,false,false,false,false,true,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-hub.ts,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-link-normalizer.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-pagination.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog-table-transformer.ts,A,BLOG,MEDIUM,false,false,false,false,true,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/blog.ts,M,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
lib/captcha.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/chat/rules-engine.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/crawl-policy.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/csv.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/db/schema/core.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/editorial-cutover.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/editorial-signature.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/email.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/faq-db.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/faq-public-sanitizer.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/legal-disclaimer.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/legal-review.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/page-content-db.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/preview-blog-fixtures.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/production-readiness.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/public-claims.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/public-service-catalog.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/safe-public-form-logger.ts,A,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/schemas/blog.ts,M,DATABASE,MEDIUM,false,false,true,false,false,false,false,false,false,step_3_15,step_1_to_13_or_block_b,none,EXPECTED
lib/site.ts,M,LIB_CORE,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
lib/sitemap-xml.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
next.config.ts,M,CONFIG,MEDIUM,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
package-lock.json,M,DEPENDENCIES,MEDIUM,false,false,false,false,false,false,false,false,false,step_3_15,step_1_to_13_or_block_b,none,EXPECTED
package.json,M,DEPENDENCIES,MEDIUM,false,false,false,false,false,false,false,false,false,step_3_15,step_1_to_13_or_block_b,none,EXPECTED
playwright.config.ts,M,CONFIG,MEDIUM,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
public/llms.txt,M,PUBLIC_ASSETS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/apply-editorial-signature-schema.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-a11y-public-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-html-sanitization.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-links.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-metadata-only.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-pagination-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-performance-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-route-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-blog-table-cards-contract.ts,A,BLOG,LOW,false,false,false,false,false,false,false,false,false,step_3_5_11_or_block_b,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-crawl-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-faq-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-internal-links.ts,M,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-lawyer-profile-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/audit-public-claims-contract.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/auth-google-cli.mjs,M,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/blog-inventory-recovery.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/e2e-start.mjs,A,CI,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
scripts/export-preview-blog-fixtures.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-editorial-signature-queue.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-editorial-signature-validation.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-gsc-reports.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-inventory.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-llms-txt.mjs,M,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-phase3-editorial.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-phase3-proposals.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/generate-seo-closure-artifacts.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/migrate-editorial-signatures.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/rollback-editorial-signatures.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/security-public-form-logs.mjs,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/seed-editorial-staging.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/seo-live-doctor.mjs,M,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/seo-production-readiness.ts,A,SEO_GEO,LOW,false,false,false,false,false,false,false,false,false,steps_1_to_12_seo,step_1_to_13_or_block_b,none,EXPECTED
scripts/validar-meta-seo.ts,M,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/validate-blog-disclaimer-quality.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/validate-generated-cta-copy.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
scripts/validate-phase3-quality.ts,A,SCRIPTS,LOW,false,false,false,false,false,false,false,false,false,review,step_1_to_13_or_block_b,none,EXPECTED
tests/api/consulta-privacy.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/api/revalidate.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/audit-a11y-public-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-html-sanitizer.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-internal-links.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-inventory-recovery.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-link-normalizer.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-metadata-only.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-pagination-contract.test.tsx,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-performance-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-route-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-table-transformer.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/blog-verification-phase2.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/crawl-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/csv-parser.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/a11y-public-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/blog-pagination-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/blog-performance-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/lawyer-profile-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/navigation.spec.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/public-blog-mobile.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/public-claims-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/e2e/public-faq-contract.spec.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/editorial-signature.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/faq-public-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/fase2-arquitectura-publica.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/fase2-paginas-centrales.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/fase3-servicios-prioritarios.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/fase4-local-espana.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/lawyer-profile-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/llms-txt.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/migrations-reproducibility.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/public-claims-contract.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/public-claims.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/safe-public-form-logger.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-author-links.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-lawyer-profiles.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-phase3-editorial.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-preview-fixtures.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-production-readiness.test.ts,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/seo-protection.test.ts,M,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tests/use-focus-trap.test.tsx,A,TESTS,LOW,false,false,false,false,false,false,false,true,false,covered_by_step_1_to_13_tests,step_1_to_13_or_block_b,none,EXPECTED
tools/db/manual-migrations.json,M,CI,LOW,false,false,false,false,false,false,false,false,true,docs_or_ci,step_1_to_13_or_block_b,none,EXPECTED
