id,source_file,source_row_or_section,path_or_object,domain,original_priority,original_recommendation,current_status,current_evidence,decision,implementation_commit,tests,remaining_action,risk,production_required
ANN-API_REFERENCES-0020,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,21,app/intranet/sgie/tareas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0021,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,22,app/intranet/sgie/tareas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0022,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,23,app/intranet/sgie/tareas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0023,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,24,app/intranet/sgie/tareas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0024,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,25,app/intranet/sgie/tareas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0025,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,26,app/intranet/sgie/carga/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0026,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,27,app/intranet/sgie/dashboard/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0027,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,28,app/intranet/sgie/clientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0028,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,29,app/intranet/sgie/clientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0029,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,30,app/intranet/sgie/productividad/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0030,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,31,app/intranet/sgie/productividad/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0031,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,32,app/intranet/sgie/documentos/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0032,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,33,app/intranet/sgie/documentos/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0033,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,34,app/intranet/sgie/documentos/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0034,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,35,app/intranet/sgie/alertas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0035,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,36,app/intranet/sgie/alertas/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0036,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,37,app/intranet/sgie/portal-cliente/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0037,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,38,app/intranet/sgie/portal-cliente/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0038,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,39,app/intranet/sgie/reportes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0039,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,40,app/intranet/sgie/correos/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0040,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,41,app/intranet/sgie/expedientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0041,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,42,app/intranet/sgie/expedientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0042,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,43,app/intranet/sgie/expedientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0043,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,44,app/intranet/sgie/expedientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0044,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,45,app/intranet/sgie/expedientes/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0045,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,46,app/intranet/sgie/riesgo/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0046,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,47,app/intranet/sgie/contradicciones/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0047,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,48,app/intranet/sgie/contradicciones/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0048,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,49,app/intranet/sgie/contradicciones/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0049,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,50,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0050,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,51,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0051,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,52,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0052,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,53,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0053,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,54,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0054,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,55,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0055,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,56,app/intranet/sgie/expedientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0056,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,57,app/intranet/sgie/documentos/segmentacion/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0057,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,58,app/intranet/sgie/documentos/segmentacion/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0058,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,59,app/intranet/sgie/documentos/comparacion/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0059,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,60,app/intranet/sgie/clientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0060,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,61,app/intranet/sgie/clientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0061,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,62,app/intranet/sgie/clientes/[id]/page.tsx,sgie,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0062,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,63,app/intranet/admin/delito-form/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0063,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,64,app/intranet/admin/delito-form/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0064,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,65,app/intranet/admin/delito-form/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0065,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,66,app/intranet/admin/perfil/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0066,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,67,app/intranet/admin/cp/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0067,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,68,app/intranet/admin/cp/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0068,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,69,app/intranet/admin/comunicaciones/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0069,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,70,app/intranet/admin/usuarios/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0070,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,71,app/intranet/admin/usuarios/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0071,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,72,app/intranet/admin/delitos/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0072,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,73,app/intranet/admin/delitos/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
ANN-API_REFERENCES-0073,docs/audits/archive/2026-07-27/repository/data/anexos_tecnicos/api_references.csv,74,app/intranet/admin/delitos/page.tsx,repository,P2,Reconciliar evidencia histórica de api_references.csv contra HEAD.,DONE_VERIFIED,Las rutas activas están cubiertas por clasificación proxy y contratos globales de autenticación/CSRF/excepciones fail-closed.,INTEGRATE,65aaba2261b2e7c9cab8ff83e7de265ea2912e35,tests/proxy-regression.test.ts; tests/api-mutation-security-contract.test.ts; npm run verify,,Medio,false
