id,slug,url,title_db,title_rendered,meta_title,meta_description,h1,category,primary_intent,primary_query,author_current,author_proposed,reviewer_current,reviewer_proposed,legal_review_status_raw,legal_review_status_normalized,date_modified,published,indexable,sitemap,word_count,source_count,official_source_count,internal_links,service_link,canonical_target,body_hash,clicks,impressions,ctr,position,action
e771fe6e-7051-48c9-bbbe-492954c9dde2,proteccion-datos-personales-derechos-arco-honduras,https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras,Derechos ARCO en Honduras: Guía Completa de,Derechos ARCO en Honduras: Guía Completa de,Derechos ARCO en Honduras: Guía Completa y Marco,"Conozca sus derechos ARCO (Acceso, Rectificación, Cancelación, Oposición) en Honduras. Guía práctica, marco legal y cómo ejercerlos ante instituciones",Derechos ARCO en Honduras: Guía Completa de,derechos-ciudadanos,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:23.839Z,true,false,false,837,0,0,0,,https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/proteccion-datos-personales-derechos-arco-honduras,1142d1f750b08a9232b743dfb2bfc94fceeffb95da12ad2a852f4d173303cac4,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
0eacbf2f-d721-4782-a6cc-5c8089020043,derechos-de-autor-proteccion-registro-honduras,https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/derechos-de-autor-proteccion-registro-honduras,Derechos de Autor en Honduras: Protección y Registro de Obras,Derechos de Autor en Honduras: Protección y Registro de Obras,Derechos de Autor en Honduras: Protección y,"Descubre cómo proteger tus obras literarias y artísticas en Honduras. Conoce la Ley, el registro ante DIGEPIH y tus derechos morales y patrimoniales.",Derechos de Autor en Honduras: Protección y Registro de Obras,propiedad-intelectual,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-27T07:57:50.353Z,true,false,false,882,0,0,0,,https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/derechos-de-autor-proteccion-registro-honduras,af64c5c2cf1919b1ae088193217e1a87f37da9f2c45c15e29e1842a9c85c1309,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
47d609eb-bf38-47f0-983e-14ebc4ce1fb8,ejecucion-hipotecaria-honduras-que-hacer,https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer,Ejecución hipotecaria en Honduras: qué hacer,Ejecución hipotecaria en Honduras: qué hacer,Ejecución Hipotecaria Honduras,Conozca sus derechos y opciones legales ante una ejecución hipotecaria en Honduras. Evite la pérdida de su vivienda con asesoría experta.,Ejecución hipotecaria en Honduras: qué hacer,derecho-bancario,informational,en honduras,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:12.429Z,true,false,false,695,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-honduras-que-hacer,4813c9f1ff1327d84f387fda2ae248d1d5be6364292ebbe9bfe66c6746890722,0,2,0.0000,4.50,NOINDEX_PENDING_REVIEW
28936389-4ff7-477c-898e-f7343b8dbf71,pension-alimenticia-porcentaje-honduras-2026,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026,Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo,Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo,Pensión Alimenticia en Honduras 2026: Porcentajes y Cálculo,Guía sobre la pensión alimenticia en Honduras para 2026: aprenda cómo el juez calcula la cuota según las necesidades del menor y los ingresos del progenitor sin,Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo,derecho-de-familia,informational,cuanto es la pensión alimenticia por hijo en honduras,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,needs_human_review,lawyer_review_pending,2026-07-26T18:50:50.092Z,true,false,false,1184,0,0,3,,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-porcentaje-honduras-2026,e0b2fbd4bc37e37595b6593262a215fd79409075818baa1c32152f7f73d501dd,15,306,0.0490,3.96,NOINDEX_PENDING_REVIEW
efc8086f-4252-4cac-a24e-e0e23a33de91,abogado-familia-choluteca,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/abogado-familia-choluteca,Abogado de Familia en Choluteca,Abogado de Familia en Choluteca,Abogado de Familia Choluteca: Divorcio y,"Asesoría legal experta en Derecho de Familia en Choluteca, Honduras. Divorcios, pensiones alimenticias y custodia. ¡Contáctenos hoy!",Abogado de Familia en Choluteca,derecho-de-familia,informational,,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,reviewed,lawyer_review_pending,2026-07-07T18:38:56.594Z,true,false,false,979,1,0,2,,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/abogado-familia-choluteca,48af80af896197380f906cf55a161ee55d5bac4f77ede879e0ed09ec335c931a,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
4fad6177-7c32-4ecb-85c8-74a783321567,mediacion-familiar-cuando-funciona-honduras,https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/mediacion-familiar-cuando-funciona-honduras,Mediación Familiar en Honduras,Mediación Familiar en Honduras,Mediación Familiar Obligatoria en Honduras,"Descubra si la mediación familiar es obligatoria en Honduras antes de un juicio. Conozca el proceso, cuándo aplica y cuándo no. Abogados expertos.",Mediación Familiar en Honduras,conciliacion-arbitraje,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:19.319Z,true,false,false,930,0,0,0,,https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/mediacion-familiar-cuando-funciona-honduras,bbf819a1912d0e4f4d10514effbf74015bc2609f1b9dea9e9e9f84925ccfd5ea,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
45c312a2-d1b5-4465-a15d-4406b7c2ceb3,impuestos-pequenas-empresas-guia-basica-honduras,https://www.pinedayasociadoshn.com/blog/tributario/impuestos-pequenas-empresas-guia-basica-honduras,Impuestos para Pequeñas Empresas en Honduras,Impuestos para Pequeñas Empresas en Honduras,Impuestos Pequeñas Empresas Honduras: Guía SAR,"Conozca los impuestos (ISV, ISR), retenciones y aportaciones (IHSS, RAP) para pequeñas empresas en Honduras. Cumpla sus obligaciones fiscales con el SAR.",Impuestos para Pequeñas Empresas en Honduras,tributario,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:16.255Z,true,false,false,779,0,0,0,,https://www.pinedayasociadoshn.com/blog/tributario/impuestos-pequenas-empresas-guia-basica-honduras,8a6e55f005358ca9e245d6fa1b7ce678cfd5dbd1bb06fad297a6bdca3972bce6,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
645614bc-ff05-4f34-a5e0-72486e9ec316,pension-alimenticia-calcular-reclamar-honduras,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-calcular-reclamar-honduras,Pensión alimenticia en Honduras: cómo calcularla y reclamarla,Pensión alimenticia en Honduras: cómo calcularla y reclamarla,Pensión alimenticia en Honduras: cómo calcularla y reclamarla,"Explica cómo se calcula la pensión alimenticia, qué ingresos se consideran, cómo presentar la demanda y qué hacer ante el incumplimiento.",Pensión alimenticia en Honduras: cómo calcularla y reclamarla,derecho-de-familia,informational,,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,published,lawyer_review_pending,2026-06-12T21:48:01.612Z,false,false,false,872,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-calcular-reclamar-honduras,4bea58b0f27c43d0a0d73b7c77a0fe0a9c4a9181180828e1c7b41a252c4b4c87,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
7b5b2945-b269-40ce-a481-630107f4e35e,incumplimiento-contrato-comercial-honduras,https://www.pinedayasociadoshn.com/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras,Incumplimiento de contrato en Honduras,Incumplimiento de contrato en Honduras,Incumplimiento de Contrato en Honduras,"Sepa qué hacer ante un incumplimiento de contrato en Honduras. Conozca sus derechos, plazos y acciones legales según el Código de Comercio.",Incumplimiento de contrato en Honduras,derecho-mercantil,informational,,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,reviewed,lawyer_review_pending,2026-07-07T18:39:16.878Z,true,false,false,818,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-mercantil/incumplimiento-contrato-comercial-honduras,7e9bafaa77ac4286600a9bcba1c25737b0e6983d4c6dc7b0d0a9f3cb63e28dc0,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
d8d41760-35ab-4fb7-85df-71d9f9f984e2,proteccion-marcas-competencia-desleal,https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/proteccion-marcas-competencia-desleal,Protección de Marcas Frente a la Competencia,Protección de Marcas Frente a la Competencia,Protección de Marcas vs Competencia Desleal en,"Descubra cómo defender su marca contra la competencia desleal en Honduras. Conozca las acciones legales, marco normativo y la importancia del registro.",Protección de Marcas Frente a la Competencia,propiedad-intelectual,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:24.471Z,true,false,false,829,0,0,0,,https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/proteccion-marcas-competencia-desleal,1d483684c120b27f1cd69886cae70f24fa4a6f63eb2491c654d7bc4eb384d263,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
6fa25793-ab0b-469d-92cd-aec948939938,impuesto-renta-guia-personas-fisicas-honduras,https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-guia-personas-fisicas-honduras,Impuesto Sobre la Renta en Honduras: Guía Completa para...,Impuesto Sobre la Renta en Honduras: Guía Completa para...,Impuesto Sobre la Renta en Honduras,"Guía definitiva del ISR para personas físicas en Honduras: tramos impositivos, tasas progresivas, deducciones permitidas, declaración anual y obligaciones.",Impuesto Sobre la Renta en Honduras: Guía Completa para...,tributario,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-06-20T10:00:50.739Z,false,false,false,822,0,0,2,,https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-guia-personas-fisicas-honduras,d266e59c523caad3ef8c0458f2224d08ccfb26db935c2b942021d0512e0e3376,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
6f9eee39-4a06-43f2-90ed-c6604ce8a911,testamentos-sucesiones-herencia-honduras,https://www.pinedayasociadoshn.com/blog/derecho-civil/testamentos-sucesiones-herencia-honduras,Herencias en Honduras: Guía Paso a Paso de,Herencias en Honduras: Guía Paso a Paso de,Guía de Herencias en Honduras: Testamentos y,"Descubra cómo funcionan las herencias y sucesiones en Honduras. Conozca los tipos de testamento, la sucesión intestada y el proceso legal.",Herencias en Honduras: Guía Paso a Paso de,derecho-civil,informational,,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,reviewed,lawyer_review_pending,2026-07-07T18:39:28.476Z,true,false,false,793,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-civil/testamentos-sucesiones-herencia-honduras,263e0827683bf5c76be349ae0fd4d1c1cb12f0c5d8bf13f21cff4577aebe9187,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
26b6dffa-25de-46e0-a6f7-842861ebdfda,derechos-detenido-honduras-guia-constitucional,https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional,Derechos del detenido en Honduras: explicación práctica,Derechos del detenido en Honduras: explicación práctica,Derechos del detenido en Honduras: explicación práctica,"Abogado defensor, derecho al silencio, información sobre la detención, plazos y hábeas corpus explicados de forma práctica.",Derechos del detenido en Honduras: explicación práctica,derecho-penal,informational,,Pineda y Asociados,Danilo Pineda Maradiaga,,Emil Barahona,needs_human_review,lawyer_review_pending,2026-07-27T07:45:07.100Z,true,false,false,1213,0,0,2,,https://www.pinedayasociadoshn.com/blog/derecho-penal/derechos-detenido-honduras-guia-constitucional,3f91757e7b5c393d62850087af82beef841bb0701d5ddb6edcfd9e12e03897c1,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
225b4c7a-9330-4550-9c80-ca2ae57dab4e,refugio-asilo-solicitarlo,https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/refugio-asilo-solicitarlo,Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo,Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo,Refugio y Asilo en Honduras: Proceso y,Conozca el proceso y requisitos para solicitar refugio o asilo en Honduras. Información legal actualizada sobre protección internacional.,Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo,extranjeria-migracion,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-27T07:57:50.693Z,true,false,false,640,0,0,0,,https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/refugio-asilo-solicitarlo,9390d0f2738c5c36071343bd19a67800ba54895a3d5d001216ab016902bab935,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
acb339a1-6ec7-493f-b29e-48a5df4c1faa,despido-laboral-honduras-derechos,https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-derechos,Despido laboral en Honduras: derechos y cómo,Despido laboral en Honduras: derechos y cómo,Despido Laboral en Honduras: Derechos y Reclamos,"Conozca sus derechos ante un despido en Honduras. Tipos de despido, cálculo de prestaciones, indemnizaciones y pasos para reclamar ante la Secretaría de",Despido laboral en Honduras: derechos y cómo,derecho-laboral,informational,,Pineda y Asociados,Emil Barahona,,Thania Marlene Paz,reviewed,lawyer_review_pending,2026-07-07T18:39:11.239Z,false,false,false,1098,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-derechos,c7bfc110cd283df8fa26beac3423cf11d3f1b1c3795db1d234b794f23f19e4ac,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
85a6230c-17f0-41aa-8713-d938d0c8cc40,poder-notarial-honduras-tipos-requisitos,https://www.pinedayasociadoshn.com/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos,4 Tipos de Poder Notarial en Honduras: Requisitos,4 Tipos de Poder Notarial en Honduras: Requisitos,Poderes Notariales en Honduras,"Descubra los 4 tipos de poderes notariales en Honduras, sus requisitos y cómo revocarlos. Asesoría legal experta para sus trámites.",4 Tipos de Poder Notarial en Honduras: Requisitos,derecho-notarial,informational,,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,reviewed,lawyer_review_pending,2026-07-07T18:39:22.538Z,true,false,false,1087,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-notarial/poder-notarial-honduras-tipos-requisitos,4831906635e2243caed2796d9e7321f41da63be62df4495dd53422a5b7d52500,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
70831e5c-2b4c-4fd9-bef6-d912a50baf3e,abogados-en-san-marcos-de-colon-choluteca,https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-san-marcos-de-colon-choluteca,"Abogados en San Marcos de Colón, Honduras","Abogados en San Marcos de Colón, Honduras","Abogados en San Marcos de Colón, Honduras","Asesoría penal, familiar, laboral, civil y aduanera en San Marcos de Colón. Atención jurídica local y consultas para residentes en Honduras.","Abogados en San Marcos de Colón, Honduras",practica-legal,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-25T19:58:24.528Z,false,false,false,1110,0,0,2,,https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-san-marcos-de-colon-choluteca,8172350c88d8d34280531a27ae7e31295d4a51c17a0cd3d0b32b507d624344bf,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
8bd4e0ab-3223-4945-b318-71cbf200b8ea,abogados-en-san-lorenzo,https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-san-lorenzo,"Abogados en San Lorenzo, Valle","Abogados en San Lorenzo, Valle","Abogados San Lorenzo, Valle: Asesoría Legal","Encuentre abogados especializados en San Lorenzo, Valle, Honduras. Ofrecemos asesoría en derecho aduanero, mercantil, penal, familia y laboral. ¡Consulte","Abogados en San Lorenzo, Valle",practica-legal,informational,abogado san lorenzo,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:38:58.822Z,false,false,false,716,0,0,0,,/abogados-en-san-lorenzo,099fa23bdd3bc84ac74ecd7b3dd497469ba916b8905283b4d0290253d68fbea2,0,2,0.0000,6.00,NOINDEX_PENDING_REVIEW
fb850f6b-9385-4300-b34c-b95e34d92571,reclamar-deuda-legalmente-honduras,https://www.pinedayasociadoshn.com/blog/derecho-civil/reclamar-deuda-legalmente-honduras,Cómo reclamar una deuda legalmente en Honduras,Cómo reclamar una deuda legalmente en Honduras,Cómo Cobrar una Deuda en Honduras,"Descubra cómo reclamar una deuda legalmente en Honduras. Conozca el proceso monitorio, juicio ejecutivo, requisitos y plazos de prescripción según la ley.",Cómo reclamar una deuda legalmente en Honduras,derecho-civil,informational,que pasa si me demandan y no tengo como pagar honduras,Pineda y Asociados,Thania Marlene Paz,,Emil Barahona,needs_human_review,lawyer_review_pending,2026-07-27T00:20:33.924Z,true,false,false,787,0,0,1,,https://www.pinedayasociadoshn.com/blog/derecho-civil/reclamar-deuda-legalmente-honduras,8f4fe78855ae0f8ce2499c5c46a3f08653cb2ae3f4cb4572320486a636bf09e3,0,14,0.0000,7.64,NOINDEX_PENDING_REVIEW
7e718c4d-2626-4c7e-aa1b-5eb9d36a3d40,como-elegir-abogado-honduras,https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-abogado-honduras,Cómo Elegir un Buen Abogado en Honduras,Cómo Elegir un Buen Abogado en Honduras,Elegir Abogado en Honduras: 6 Criterios Clave,Descubra 6 criterios esenciales para elegir un abogado en Honduras. Asegure una defensa eficaz con nuestra guía experta. ¡Consulte hoy!,Cómo Elegir un Buen Abogado en Honduras,practica-legal,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:03.372Z,true,false,false,1253,0,0,0,,https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-abogado-honduras,290031e7548c0a3608b82e209dc5f0d51e042e1be6e7be79071b820a5bb3d17a,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
f0fa945a-f863-4b25-a7cd-d1cbb99485d8,isv-impuesto-venta-tasas-obligaciones-honduras,https://www.pinedayasociadoshn.com/blog/tributario/isv-impuesto-venta-tasas-obligaciones-honduras,"ISV en Honduras: tasas, obligaciones y cómo","ISV en Honduras: tasas, obligaciones y cómo","ISV en Honduras: tasas, declaración y obligaciones","Guía sobre tasas, crédito y débito fiscal, exenciones y obligaciones de declaración del Impuesto Sobre Ventas ante el SAR de Honduras.","ISV en Honduras: tasas, obligaciones y cómo",tributario,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-26T07:43:28.273Z,true,false,false,1054,0,0,0,,https://www.pinedayasociadoshn.com/blog/tributario/isv-impuesto-venta-tasas-obligaciones-honduras,7dba0b1c7c203905ce5bce4b3b28d0affa1067b934707b5d0274548ce4e0e6ff,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
efe87fa0-85da-4118-ac05-dc7ff069b69e,evaluacion-impacto-ambiental-honduras,https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-honduras,Evaluación de Impacto Ambiental en Honduras,Evaluación de Impacto Ambiental en Honduras,Evaluación de Impacto Ambiental Honduras,"Conozca el proceso, requisitos y marco legal de la Evaluación de Impacto Ambiental (EIA) en Honduras. Obtenga su licencia ambiental con asesoría experta.",Evaluación de Impacto Ambiental en Honduras,derecho-ambiental,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:39:13.738Z,true,false,false,783,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-honduras,191d509168a5791e68e647d64ebf6fbdfdc1398a50635ae9f6eab1fffebfc402,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
1d48d5e2-ac02-43b1-8a2e-8b7d3430aed7,diferencia-denuncia-querella-acusacion-honduras,https://www.pinedayasociadoshn.com/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras,Denuncia vs querella y acusación en Honduras,Denuncia vs querella y acusación en Honduras,Denuncia vs querella y acusación en Honduras en Honduras (20,"Quién puede informar un delito, cómo participa la víctima y cuándo formaliza la acusación el Ministerio Público en Honduras.",Denuncia vs querella y acusación en Honduras,derecho-penal,informational,querella en honduras,Pineda y Asociados,Danilo Pineda Maradiaga,,Emil Barahona,needs_human_review,lawyer_review_pending,2026-07-26T16:08:52.200Z,true,false,false,894,0,0,2,,https://www.pinedayasociadoshn.com/blog/derecho-penal/diferencia-denuncia-querella-acusacion-honduras,0102707b9d88b5d107744281d6dfff7152831a9592c4d280a8dc4111a15027a2,1,53,0.0189,8.92,NOINDEX_PENDING_REVIEW
0d8794dd-3dae-4858-b6c0-6faaa451fa1f,contratos-trabajo-tipos-clausulas-honduras,https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras,Contratos de Trabajo en Honduras,Contratos de Trabajo en Honduras,Contratos de Trabajo en Honduras,"Conozca los tipos de contratos de trabajo en Honduras, cláusulas esenciales y qué hacer si no le entregan uno. Información legal actualizada.",Contratos de Trabajo en Honduras,derecho-laboral,informational,,Pineda y Asociados,Emil Barahona,,Thania Marlene Paz,reviewed,lawyer_review_pending,2026-07-07T18:39:06.189Z,true,false,false,883,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-laboral/contratos-trabajo-tipos-clausulas-honduras,833152c90f6f814d6fd4e8212afc1ddc03214f4e383cfd15f1d4a23e591ab18d,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
a1638ba4-b2ed-49cb-b08f-ec08b8743945,habeas-corpus-cuando-interponer-honduras,https://www.pinedayasociadoshn.com/blog/proceso-penal/habeas-corpus-cuando-interponer-honduras,Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede,Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede,Hábeas Corpus Honduras: Cómo Interponer y Cuándo,"Guía completa sobre el Hábeas Corpus en Honduras. Aprenda cómo interponerlo, cuándo procede y los plazos de 24 horas. Proteja su libertad.",Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede,proceso-penal,informational,que es habeas corpus en honduras,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-27T07:57:51.167Z,true,false,false,1420,0,0,0,,https://www.pinedayasociadoshn.com/blog/proceso-penal/habeas-corpus-cuando-interponer-honduras,e150a6689804643205d01516c356a59e61f0cff1635a286c29ce0dd29a67480e,0,59,0.0000,11.44,NOINDEX_PENDING_REVIEW
27ffe726-12ca-4281-a0d7-9793d0324579,importaciones-san-lorenzo,https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importaciones-san-lorenzo,Importaciones en San Lorenzo,Importaciones en San Lorenzo,Importaciones San Lorenzo,"Conozca los requisitos, impuestos (DAI, ISV) y pasos para importar por San Lorenzo, Honduras. Cumpla con el CAUCA y ARSA. Asesoría legal aduanera.",Importaciones en San Lorenzo,derecho-aduanero,informational,aduana de san lorenzo,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:40:15.996Z,true,false,false,776,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importaciones-san-lorenzo,c8103187d4f1e95022499d730228253af36231eb8e51f0836ca0516656da4736,0,2,0.0000,7.00,NOINDEX_PENDING_REVIEW
6c82244c-ee95-4c27-bd32-7130ffdc7b3e,evaluacion-impacto-ambiental-paso-a-paso-honduras,https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-paso-a-paso-honduras,Evaluación de impacto ambiental en Honduras: paso a paso,Evaluación de impacto ambiental en Honduras: paso a paso,Evaluación de impacto ambiental en Honduras: paso a paso,"Explica el proceso de EIA, contenido del estudio, consulta pública, resolución y seguimiento.",Evaluación de impacto ambiental en Honduras: paso a paso,derecho-ambiental,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,published,lawyer_review_pending,2026-06-12T21:48:04.221Z,false,false,false,553,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-ambiental/evaluacion-impacto-ambiental-paso-a-paso-honduras,25d3bd9d003d50a88005a95a9646b55097863a058b043a26d30185f0a34551f0,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
805f67d0-5b18-447d-9d7d-ee2a9f392c41,cuando-necesito-abogado-penalista-honduras,https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras,¿Cuándo necesito un abogado penalista en,¿Cuándo necesito un abogado penalista en,Abogado Penalista Honduras: ¿Cuándo lo necesita?,"Descubra cuándo es indispensable un abogado penalista en Honduras. Conozca sus derechos, el marco legal y cómo elegir al profesional adecuado. ¡Actúe",¿Cuándo necesito un abogado penalista en,derecho-penal,informational,abogado penalista,Pineda y Asociados,Danilo Pineda Maradiaga,,Emil Barahona,needs_human_review,lawyer_review_pending,2026-07-26T16:08:50.971Z,true,false,false,1159,0,0,0,,https://www.pinedayasociadoshn.com/blog/derecho-penal/cuando-necesito-abogado-penalista-honduras,cb4a495154c3cf26df9c6c3fbbb0b1cc0e7a9876694d588901ec41e1254e52b2,0,2,0.0000,11.00,NOINDEX_PENDING_REVIEW
51e994bc-1f0b-48f6-b910-7a39947cf11a,abogados-en-pespire-choluteca,https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-pespire-choluteca,"Abogados en Pespire, Honduras: Asesoría Legal en","Abogados en Pespire, Honduras: Asesoría Legal en","Abogados en Pespire, Honduras: Asesoría Legal","Encuentre abogados expertos en Pespire, Honduras, para derecho penal, familia, laboral y civil. Asesoría legal y defensa garantizada. ¡Consulte hoy!","Abogados en Pespire, Honduras: Asesoría Legal en",practica-legal,informational,,Pineda y Asociados,HUMAN_ASSIGNMENT_REQUIRED,,,reviewed,lawyer_review_pending,2026-07-07T18:38:58.586Z,false,false,false,779,0,0,0,,https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-pespire-choluteca,4a0a96ac0d4a0e6acc9953e4f2c0e725a574d34b506974bde5773ee92aec5b67,0,0,0.0000,0.00,NOINDEX_PENDING_REVIEW
