"dataset","url","slug","category","title","published","legal_review_status","wordCount","clicks","impressions","position","ctr","action","priority","reason","cannibalizationCluster"
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derecho-ambiental-honduras","derecho-ambiental-honduras","derecho-ambiental","Derecho Ambiental en Honduras: Licencias, Delitos","true","lawyer_review_pending","1035","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/custodia-hijos-honduras-juez","custodia-hijos-honduras-juez","derecho-de-familia","Custodia de Hijos en Honduras 2026","true","lawyer_review_pending","1063","24","1293","7.5","1.86","UPDATE","P1","Impresiones altas, posición 7.5, CTR bajo (1.9%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-como-solicitarla","pension-alimenticia-honduras-como-solicitarla","derecho-de-familia","Pensión Alimenticia en Honduras: Cómo Solicitarla,...","false","lawyer_review_pending","612","5","225","9.0","2.22","UPDATE","P1","Impresiones altas, posición 9.0, CTR bajo (2.2%)","cuanto es la pensión alimenticia por hijo en honduras | porcentaje de pensión alimenticia por 2 hijos en honduras"
"content_action_plan","https://www.pinedayasociadoshn.com/blog/conciliacion-arbitraje/arbitraje-cuando-conviene-como-funciona-honduras","arbitraje-cuando-conviene-como-funciona-honduras","conciliacion-arbitraje","Arbitraje en Honduras: cuándo conviene y cómo funciona","false","lawyer_review_pending","769","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/jornada-laboral-horas-extra-descansos-honduras","jornada-laboral-horas-extra-descansos-honduras","derecho-laboral","Jornada Laboral en Honduras: Horas Extra","true","lawyer_review_pending","901","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/prescripcion-deudas-plazos-honduras","prescripcion-deudas-plazos-honduras","derecho-civil","Prescripción de Deudas en Honduras: Plazos y Requisitos","true","lawyer_review_pending","1136","62","1834","3.9","3.38","MERGE","P2","Posible canibalización: en cuanto tiempo prescribe una deuda en honduras | cuando prescribe una deuda en honduras","en cuanto tiempo prescribe una deuda en honduras | cuando prescribe una deuda en honduras"
"content_action_plan","https://www.pinedayasociadoshn.com/blog/tributario/impuesto-renta-personas-fisicas-honduras","impuesto-renta-personas-fisicas-honduras","tributario","ISR para Personas Físicas en Honduras","true","lawyer_review_pending","1041","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/delitos-mas-comunes-honduras","delitos-mas-comunes-honduras","derecho-penal","Delitos Más Comunes en Honduras: Guía Legal","true","lawyer_review_pending","718","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/proceso-penal/juicio-oral-etapas-que-esperar-honduras","juicio-oral-etapas-que-esperar-honduras","proceso-penal","Juicio oral en Honduras: etapas y preparación","true","lawyer_review_pending","1408","4","155","9.8","2.58","UPDATE","P1","Impresiones altas, posición 9.8, CTR bajo (2.6%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/elegir-tipo-sociedad-empresa-honduras","elegir-tipo-sociedad-empresa-honduras","derecho-mercantil","Cómo elegir el tipo de sociedad para su empresa en Honduras","false","lawyer_review_pending","717","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/presentar-denuncia-conadeh-honduras","presentar-denuncia-conadeh-honduras","derechos-ciudadanos","Cómo Presentar una Denuncia ante el CONADEH en","true","lawyer_review_pending","685","5","152","16.7","3.29","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-express-mutuo-acuerdo-honduras","divorcio-express-mutuo-acuerdo-honduras","derecho-de-familia","Divorcio express por mutuo acuerdo en Honduras","false","lawyer_review_pending","908","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-abogados-nacaome","elegir-bufete-abogados-nacaome","practica-legal","Elegir bufete abogados Nacaome: guía práctica","false","lawyer_review_pending","866","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-aduanero/abogado-aduanero-san-lorenzo","abogado-aduanero-san-lorenzo","derecho-aduanero","Abogado Aduanero en San Lorenzo, Honduras: Guía","true","lawyer_review_pending","842","0","11","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/audiencia-inicial-proceso-penal-honduras","audiencia-inicial-proceso-penal-honduras","derecho-penal","Audiencia inicial en Honduras: proceso y decisiones","true","lawyer_review_pending","909","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-bancario/ejecucion-hipotecaria-que-hacer-honduras","ejecucion-hipotecaria-que-hacer-honduras","derecho-bancario","Ejecución hipotecaria en Honduras: qué hacer ante una demanda","false","lawyer_review_pending","839","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-procedencia-defensa-honduras","despido-empleados-publicos-procedencia-defensa-honduras","derecho-administrativo","Despido de Empleados Públicos en Honduras: Procedencia y Defensa","false","lawyer_review_pending","22","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/derechos-del-detenido-guia-constitucional-honduras","derechos-del-detenido-guia-constitucional-honduras","derechos-ciudadanos","Derechos del detenido en Honduras: guía constitucional completa","false","lawyer_review_pending","593","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-bancario/derechos-consumidor-financiero-cnbs-honduras","derechos-consumidor-financiero-cnbs-honduras","derecho-bancario","Derechos del consumidor financiero en Honduras: guía CNBS","false","lawyer_review_pending","853","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/union-de-hecho-requisitos-derechos-honduras","union-de-hecho-requisitos-derechos-honduras","derecho-de-familia","Unión de Hecho en Honduras: Requisitos, Derechos","true","lawyer_review_pending","929","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/hondurenos-en-espana-guia-legal-completa","hondurenos-en-espana-guia-legal-completa","hondurenos-en-espana","Hondureños en España: guía legal completa para migrantes","false","lawyer_review_pending","19","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-amapala-valle","abogados-en-amapala-valle","practica-legal","Abogados en Amapala, Honduras: Guía Legal","false","lawyer_review_pending","871","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/registrar-marca-paso-a-paso-honduras","registrar-marca-paso-a-paso-honduras","propiedad-intelectual","Registrar una Marca en Honduras: El Proceso Real ante...","false","lawyer_review_pending","1147","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/derecho-de-peticion-instituciones-honduras","derecho-de-peticion-instituciones-honduras","derechos-ciudadanos","Derecho de Petición en Honduras","true","lawyer_review_pending","955","0","87","8.8","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/asuntos-familiares-honduras-espana","asuntos-familiares-honduras-espana","hondurenos-en-espana","Resuelve asuntos familiares en Honduras desde","true","lawyer_review_pending","880","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/tributario/sar-notifica-fiscalizacion-que-hacer-honduras","sar-notifica-fiscalizacion-que-hacer-honduras","tributario","Fiscalización del SAR en Honduras: Cómo Responder","true","lawyer_review_pending","746","1","25","10.0","4.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-administrativo/recurso-de-amparo-para-que-sirve-honduras","recurso-de-amparo-para-que-sirve-honduras","derecho-administrativo","Recurso de amparo en Honduras: para qué sirve y cómo se interpone","false","lawyer_review_pending","873","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/proceso-penal/etapa-investigacion-proceso-penal-honduras","etapa-investigacion-proceso-penal-honduras","proceso-penal","Investigación Penal en Honduras","true","lawyer_review_pending","731","1","55","4.8","1.82","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/tributar-espana-bienes-guia","tributar-espana-bienes-guia","hondurenos-en-espana","Tributar en España con bienes en Honduras","true","lawyer_review_pending","922","1","47","0.0","2.13","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/lavado-activos-obligaciones","lavado-activos-obligaciones","practica-legal","Lavado de Activos en Honduras: Obligaciones","true","lawyer_review_pending","908","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/antejuicio-en-honduras","antejuicio-en-honduras","derecho-penal","Antejuicio en Honduras: qué es","true","lawyer_review_pending","759","1","50","5.7","2.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/regulacion-sanitaria/responsabilidad-medica-mala-praxis-honduras","responsabilidad-medica-mala-praxis-honduras","regulacion-sanitaria","Mala Praxis Medica en Honduras","true","lawyer_review_pending","805","10","130","22.5","7.69","UPDATE","P2","Posición baja (22.5) con impresiones",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/estafas-fraudes-tipos-penales-honduras","estafas-fraudes-tipos-penales-honduras","derecho-penal","Estafas en Honduras: Tipos Penales","true","lawyer_review_pending","783","16","913","9.0","1.75","UPDATE","P1","Impresiones altas, posición 9.0, CTR bajo (1.8%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/fianza-medidas-cautelares-proceso-penal-honduras","fianza-medidas-cautelares-proceso-penal-honduras","derecho-penal","Fianzas y Medidas Cautelares en el Proceso Penal","true","lawyer_review_pending","886","1","105","11.4","0.95","UPDATE","P1","Impresiones altas, posición 11.4, CTR bajo (1.0%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-aduanero/guia-aduanera-importaciones-honduras","guia-aduanera-importaciones-honduras","derecho-aduanero","Importaciones en Honduras: guía aduanera","true","lawyer_review_pending","1729","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/noticias-legales/actualizacion-legislativa-mensual-honduras","actualizacion-legislativa-mensual-honduras","noticias-legales","¿Qué dice la ley hondureña sobre...? Actualización legislativa mensual","false","lawyer_review_pending","869","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/danos-perjuicios-indemnizacion-honduras","danos-perjuicios-indemnizacion-honduras","derecho-civil","Daños y Perjuicios en Honduras: Demanda e Indemnización","true","lawyer_review_pending","972","48","1107","5.9","4.34","MERGE","P2","Posible canibalización: demanda por daños y perjuicios honduras","demanda por daños y perjuicios honduras"
"content_action_plan","https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/patentes-requisitos-proceso-solicitud-honduras","patentes-requisitos-proceso-solicitud-honduras","propiedad-intelectual","Patentes en Honduras: Requisitos y Costos","true","lawyer_review_pending","1035","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/violencia-intrafamiliar-denuncia-proteccion-honduras","violencia-intrafamiliar-denuncia-proteccion-honduras","derecho-de-familia","Violencia intrafamiliar: cómo denunciar y obtener protección legal","false","lawyer_review_pending","433","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-bancario/banco-demanda-deuda-defensa-opciones-honduras","banco-demanda-deuda-defensa-opciones-honduras","derecho-bancario","Demanda Bancaria en Honduras: 6 Defensas y Opciones Legales Frente al Banco","true","lawyer_review_pending","767","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/competencia-desleal-como-denunciar-honduras","competencia-desleal-como-denunciar-honduras","derecho-mercantil","Competencia Desleal en Honduras","true","lawyer_review_pending","823","13","251","7.0","5.18","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-aduanero/importar-china-guia-aduanera","importar-china-guia-aduanera","derecho-aduanero","Importar desde China a Honduras: Guía Legal","true","lawyer_review_pending","888","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-nacaome","abogados-en-nacaome","practica-legal","Abogados en Nacaome, Valle: 15 Años de","false","lawyer_review_pending","981","0","47","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/usucapion-prescripcion-adquisitiva-honduras","usucapion-prescripcion-adquisitiva-honduras","derecho-civil","Usucapión en Honduras: cómo adquirir una","true","lawyer_review_pending","642","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-honduras-pasos-requisitos","divorcio-honduras-pasos-requisitos","derecho-de-familia","Divorcio en Honduras: pasos, requisitos y consejos legales","false","lawyer_review_pending","855","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/tipos-sociedad-mercantil-honduras","tipos-sociedad-mercantil-honduras","derecho-mercantil","Tipos de Sociedad Mercantil en Honduras","true","lawyer_review_pending","975","0","2","10.5","0.00","KEEP","P4","Demanda incipiente",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/compraventa-inmuebles-aspectos-legales-honduras","compraventa-inmuebles-aspectos-legales-honduras","derecho-civil","Compraventa de Inmuebles en Honduras","true","lawyer_review_pending","880","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/registrar-marca-honduras-paso-a-paso","registrar-marca-honduras-paso-a-paso","propiedad-intelectual","Registrar una Marca en Honduras","true","lawyer_review_pending","826","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/como-obtener-rtn-personas-empresas-honduras","como-obtener-rtn-personas-empresas-honduras","practica-legal","RTN en Honduras: Guía para Obtenerlo y Requisitos","true","lawyer_review_pending","655","0","2","18.0","0.00","KEEP","P4","Demanda incipiente",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/como-elegir-buen-abogado-guia-practica-honduras","como-elegir-buen-abogado-guia-practica-honduras","practica-legal","Cómo Elegir un Buen Abogado en Honduras: 8 Criterios Que...","false","lawyer_review_pending","808","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/propiedad-intelectual/contratos-confidencialidad-nda-secreto-comercial-honduras","contratos-confidencialidad-nda-secreto-comercial-honduras","propiedad-intelectual","Contratos de confidencialidad (NDA)","true","lawyer_review_pending","954","3","95","3.5","3.16","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/permiso-trabajo-extranjeros-honduras","permiso-trabajo-extranjeros-honduras","extranjeria-migracion","Permiso de Trabajo en Honduras","true","lawyer_review_pending","923","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derechos-ciudadanos/libertad-expresion-redes-sociales-honduras","libertad-expresion-redes-sociales-honduras","derechos-ciudadanos","Libertad de expresión en redes","true","lawyer_review_pending","930","0","4","0.0","0.00","KEEP","P4","Demanda incipiente",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/poder-desde-espana-para-tramites-honduras","poder-desde-espana-para-tramites-honduras","hondurenos-en-espana","Poder desde Espana para Tramites en Honduras","true","lawyer_review_pending","1083","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/elegir-bufete-multidisciplinario-ventajas-honduras","elegir-bufete-multidisciplinario-ventajas-honduras","practica-legal","Bufete Multidisciplinario vs Especializado en","false","lawyer_review_pending","1030","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/divorcio-honduras-guia-completa","divorcio-honduras-guia-completa","derecho-de-familia","Divorcio en Honduras: 3 vías, requisitos y plazos","true","lawyer_review_pending","767","7","1286","10.4","0.54","UPDATE","P1","Impresiones altas, posición 10.4, CTR bajo (0.5%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/constituir-empresa-guia-paso-a-paso-honduras","constituir-empresa-guia-paso-a-paso-honduras","practica-legal","Constituir una empresa en Honduras","true","lawyer_review_pending","1205","5","223","42.2","2.24","UPDATE","P2","Posición baja (42.2) con impresiones",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/hondurenos-espana-documentos","hondurenos-espana-documentos","hondurenos-en-espana","Documentos legales hondureños desde España","true","lawyer_review_pending","850","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/defensa-penal-menores-edad-honduras","defensa-penal-menores-edad-honduras","derecho-penal","Defensa Penal Juvenil en Honduras: Guía Completa","true","lawyer_review_pending","724","1","102","10.3","0.98","UPDATE","P1","Impresiones altas, posición 10.3, CTR bajo (1.0%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/demanda-laboral-choluteca","demanda-laboral-choluteca","derecho-laboral","Demanda Laboral en Choluteca (Honduras)","true","lawyer_review_pending","1018","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/defensa-penal-honduras","defensa-penal-honduras","derecho-penal","Defensa penal en Honduras: primeras 24 horas","true","lawyer_review_pending","698","0","8","0.0","0.00","KEEP","P4","Demanda incipiente",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/preguntas-frecuentes-antes-contratar-abogado-honduras","preguntas-frecuentes-antes-contratar-abogado-honduras","practica-legal","10 preguntas que debe hacer antes de contratar","true","lawyer_review_pending","1176","0","16","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-choluteca","abogados-en-choluteca","practica-legal","Abogados en Choluteca","false","lawyer_review_pending","893","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/derechos-trabajadora-embarazada-honduras","derechos-trabajadora-embarazada-honduras","derecho-laboral","Despido por Embarazo en Honduras","true","lawyer_review_pending","893","9","557","10.0","1.62","UPDATE","P1","Impresiones altas, posición 10.0, CTR bajo (1.6%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/empleador-no-paga-salario-honduras","empleador-no-paga-salario-honduras","derecho-laboral","¿Qué hacer si mi empleador no me paga en","false","lawyer_review_pending","784","0","201","10.8","0.00","UPDATE","P1","Impresiones altas, posición 10.8, CTR bajo (0.0%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/proceso-consulta-legal-pineda","proceso-consulta-legal-pineda","practica-legal","Cómo preparar tu consulta legal en Honduras","true","lawyer_review_pending","811","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/errores-contratos-civiles-honduras","errores-contratos-civiles-honduras","derecho-civil","Redactar Contratos en Honduras","true","lawyer_review_pending","932","0","18","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-administrativo/recurso-de-amparo-honduras-guia-completa","recurso-de-amparo-honduras-guia-completa","derecho-administrativo","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","true","lawyer_review_pending","1088","2","117","17.0","1.71","UPDATE","P1","Impresiones altas, posición 17.0, CTR bajo (1.7%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-injustificado-honduras-derechos-trabajador","despido-injustificado-honduras-derechos-trabajador","derecho-laboral","Despido Injustificado en Honduras","false","lawyer_review_pending","848","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/herencias-transfronterizas-bienes","herencias-transfronterizas-bienes","hondurenos-en-espana","Herencia Transfronteriza Honduras-España","true","lawyer_review_pending","480","1","39","0.0","2.56","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/abogado-laboral-choluteca","abogado-laboral-choluteca","derecho-laboral","Abogado Laboral en Choluteca, Honduras: Despidos","true","lawyer_review_pending","1084","1","11","4.0","9.09","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-civil/accidente-transito-choluteca","accidente-transito-choluteca","derecho-civil","Accidente de Tránsito en Choluteca","true","lawyer_review_pending","1047","0","28","11.5","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/tramites-legales-nacaome","tramites-legales-nacaome","practica-legal","Trámites Legales en Nacaome: Poderes","true","lawyer_review_pending","1393","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/despido-laboral-honduras-guia-completa","despido-laboral-honduras-guia-completa","derecho-laboral","Despido Laboral en Honduras: Guia de","true","lawyer_review_pending","920","4","304","11.4","1.32","UPDATE","P1","Impresiones altas, posición 11.4, CTR bajo (1.3%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-penal/abogado-penalista-choluteca","abogado-penalista-choluteca","derecho-penal","Abogado Penalista en Choluteca","false","lawyer_review_pending","966","0","34","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/calcular-liquidacion-laboral-honduras","calcular-liquidacion-laboral-honduras","derecho-laboral","Liquidación Laboral en Honduras","true","lawyer_review_pending","947","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","pension-alimenticia-honduras-guia-completa","derecho-de-familia","Pensión alimenticia en Honduras: requisitos y pasos","true","lawyer_review_pending","774","33","2618","6.9","1.26","UPDATE","P1","Impresiones altas, posición 6.9, CTR bajo (1.3%)","porcentaje de pensión alimenticia por 2 hijos en honduras | cuanto es la manutencion de un hijo en honduras | cuanto es la pensión alimenticia por hijo en honduras"
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/abogados-en-marcovia-choluteca","abogados-en-marcovia-choluteca","practica-legal","Abogados en Marcovia, Choluteca","false","lawyer_review_pending","664","3","16","0.0","18.75","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-laboral/calcular-prestaciones-laborales-honduras","calcular-prestaciones-laborales-honduras","derecho-laboral","Calcula tus prestaciones laborales en Honduras","false","lawyer_review_pending","1354","0","0","0.0","0.00","NOINDEX","P4","No publicado",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/practica-legal/como-preparar-demanda-guia-no-abogados-honduras","como-preparar-demanda-guia-no-abogados-honduras","practica-legal","Cómo redactar una demanda en Honduras (sin","true","lawyer_review_pending","1043","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-mercantil/contratos-mercantiles-esenciales-empresas-honduras","contratos-mercantiles-esenciales-empresas-honduras","derecho-mercantil","Contratos Mercantiles en Honduras: 5 Esenciales","true","lawyer_review_pending","875","29","445","7.1","6.52","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-ambiental/derechos-indigenas-consulta-previa-honduras","derechos-indigenas-consulta-previa-honduras","derecho-ambiental","Guía completa de derechos indígenas y consulta","true","lawyer_review_pending","712","0","11","0.0","0.00","KEEP","P3","Demanda moderada o tráfico estable",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/extranjeria-migracion/visas-inversion-rentista-pensionado","visas-inversion-rentista-pensionado","extranjeria-migracion","Guía de Visas de Inversión, Rentista y Pensionado","true","lawyer_review_pending","767","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/hondurenos-en-espana/nacionalidad-espanola-para-hondurenos-residencia-plazos","nacionalidad-espanola-para-hondurenos-residencia-plazos","hondurenos-en-espana","Nacionalidad española para hondureños","true","lawyer_review_pending","886","1","398","8.0","0.25","UPDATE","P1","Impresiones altas, posición 8.0, CTR bajo (0.3%)",""
"content_action_plan","https://www.pinedayasociadoshn.com/blog/derecho-administrativo/despido-empleados-publicos-honduras","despido-empleados-publicos-honduras","derecho-administrativo","Despido de empleados públicos en Honduras","true","lawyer_review_pending","1089","0","0","0.0","0.00","DATA_REQUIRED","P3","Publicado sin demanda GSC en 180d; decidir NOINDEX/consolidación",""
