"slug","category","title","production_db_exists","production_published","production_url_status","production_sitemap","main_exists","preview_db_exists","preview_fixture_exists","preview_url_status","historically_visible","review_origin","signature_type","review_status","noindex","canonical","redirect_target","body_hash_production","body_hash_preview","missing_in_preview","recovery_action","reason","final_status"
"elegir-bufete-abogados-nacaome","practica-legal","Elegir bufete abogados Nacaome: guía práctica","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:fd49fc96e9bf","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"elegir-bufete-multidisciplinario-ventajas-honduras","practica-legal","Bufete Multidisciplinario vs Especializado en","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:ad37c416cd35","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"elegir-tipo-sociedad-empresa-honduras","derecho-mercantil","Cómo elegir el tipo de sociedad para su empresa en Honduras","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:3b6bb08bfc16","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"empleador-no-paga-salario-honduras","derecho-laboral","¿Qué hacer si mi empleador no me paga en","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:39969bf23b32","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"errores-contratos-civiles-honduras","derecho-civil","Redactar Contratos en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:63ccb9925235","sha256:63ccb9925235","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"estafas-fraudes-tipos-penales-honduras","derecho-penal","Estafas en Honduras: Tipos Penales","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:3830925c724c","sha256:3830925c724c","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"etapa-investigacion-proceso-penal-honduras","proceso-penal","Investigación Penal en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:f8c94ac8a0d9","sha256:f8c94ac8a0d9","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"evaluacion-impacto-ambiental-honduras","derecho-ambiental","Evaluación de Impacto Ambiental en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:191d509168a5","sha256:191d509168a5","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"evaluacion-impacto-ambiental-paso-a-paso-honduras","derecho-ambiental","Evaluación de impacto ambiental en Honduras: paso a paso","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:25d3bd9d003d","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"expropiacion-forzosa-derechos-propietario-honduras","derecho-administrativo","Expropiación Forzosa en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:a151d6467747","sha256:a151d6467747","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"facturacion-electronica-requisitos-sar","tributario","Facturación Electrónica en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:ed827aa2a56a","sha256:ed827aa2a56a","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"fianza-medidas-cautelares-proceso-penal-honduras","derecho-penal","Fianzas y Medidas Cautelares en el Proceso Penal","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:cbff62f7b004","sha256:cbff62f7b004","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"guarda-custodia-menores-tipos-honduras","derecho-de-familia","Guarda y Custodia de Menores en Honduras: Tipos y Qué...","true","false","308","false","true","false","false","","false","","","reviewed","true","","","sha256:eb23a692c9b4","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"guia-aduanera-importaciones-honduras","derecho-aduanero","Importaciones en Honduras: guía aduanera","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:d2a4ff40d96f","sha256:d2a4ff40d96f","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"habeas-corpus-cuando-interponer-honduras","proceso-penal","Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:e150a6689804","sha256:e150a6689804","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"habilitacion-clinicas-hospitales","regulacion-sanitaria","Licencia Sanitaria en Honduras: Guía Completa","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:ec431f7c43b5","sha256:ec431f7c43b5","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"herencias-honduras-fallece-familiar","derecho-civil","Herencias en Honduras: ¿qué hacer cuando fallece un...","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:c50434fa451c","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"herencias-transfronterizas-bienes","hondurenos-en-espana","Herencia Transfronteriza Honduras-España","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:b3065e30549f","sha256:b3065e30549f","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"hondurenos-en-espana-guia-legal-completa","hondurenos-en-espana","Hondureños en España: guía legal completa para migrantes","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:f4b813a5e557","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"hondurenos-espana-documentos","hondurenos-en-espana","Documentos legales hondureños desde España","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:a51e050713b3","sha256:a51e050713b3","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"importaciones-san-lorenzo","derecho-aduanero","Importaciones en San Lorenzo","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:c8103187d4f1","sha256:c8103187d4f1","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"importar-china-guia-aduanera","derecho-aduanero","Importar desde China a Honduras: Guía Legal","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:7169de277b58","sha256:7169de277b58","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"importar-mercancias-guia-aduanera","derecho-aduanero","Guía completa para importar a Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:03f41c872342","sha256:03f41c872342","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"impuesto-renta-guia-personas-fisicas-honduras","tributario","Impuesto Sobre la Renta en Honduras: Guía Completa para...","true","false","404","false","true","false","false","","false","","","reviewed","true","","","sha256:d266e59c523c","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"impuesto-renta-personas-fisicas-honduras","tributario","ISR para Personas Físicas en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:d98e61973001","sha256:d98e61973001","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"impuestos-pequenas-empresas-guia-basica-honduras","tributario","Impuestos para Pequeñas Empresas en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:8a6e55f00535","sha256:8a6e55f00535","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"incumplimiento-contrato-comercial-honduras","derecho-mercantil","Incumplimiento de contrato en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:7e9bafaa77ac","sha256:7e9bafaa77ac","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"isv-impuesto-venta-tasas-obligaciones-honduras","tributario","ISV en Honduras: tasas, obligaciones y cómo","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:7dba0b1c7c20","sha256:7dba0b1c7c20","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"jornada-laboral-horas-extra-descansos-honduras","derecho-laboral","Jornada Laboral en Honduras: Horas Extra","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:a51a669450a0","sha256:a51a669450a0","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"juicio-oral-etapas-que-esperar-honduras","proceso-penal","Juicio oral en Honduras: etapas y preparación","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:99e8765d53e9","sha256:99e8765d53e9","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"lavado-activos-obligaciones","practica-legal","Lavado de Activos en Honduras: Obligaciones","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:f429aa4e7cd2","sha256:f429aa4e7cd2","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"libertad-expresion-redes-sociales-honduras","derechos-ciudadanos","Libertad de expresión en redes","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:bd70ac766927","sha256:bd70ac766927","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"licencia-ambiental-categorias-plazos-honduras","derecho-ambiental","Licencia Ambiental en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:e2853f59583b","sha256:e2853f59583b","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"mediacion-familiar-cuando-funciona-honduras","conciliacion-arbitraje","Mediación Familiar en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:bbf819a1912d","sha256:bbf819a1912d","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"mediacion-vs-juicio-cual-elegir","conciliacion-arbitraje","Mediación vs juicio en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","published","false","","","sha256:c19041c16fb6","sha256:c19041c16fb6","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"medidas-sustitutivas-prision-preventiva-honduras","derecho-penal","7 Medidas sustitutivas a la prisión preventiva","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:e18006b07d29","sha256:e18006b07d29","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"nacionalidad-espanola-para-hondurenos-residencia-plazos","hondurenos-en-espana","Nacionalidad española para hondureños","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:070ad1686b50","sha256:070ad1686b50","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"naturalizacion-nacionalidad-hondurena","extranjeria-migracion","Naturalización en Honduras: Guía para Obtener","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:c51505cbc6f0","sha256:c51505cbc6f0","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"patentes-requisitos-proceso-solicitud-honduras","propiedad-intelectual","Patentes en Honduras: Requisitos y Costos","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:e3da596a6395","sha256:e3da596a6395","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"pension-alimenticia-calcular-reclamar-honduras","derecho-de-familia","Pensión alimenticia en Honduras: cómo calcularla y reclamarla","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:4bea58b0f27c","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"pension-alimenticia-choluteca","derecho-de-familia","Pensión Alimenticia en Choluteca","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:01e580a195fc","sha256:01e580a195fc","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"pension-alimenticia-honduras-como-solicitarla","derecho-de-familia","Pensión Alimenticia en Honduras: Cómo Solicitarla,...","true","false","308","false","true","false","false","","false","","","reviewed","true","/blog/derecho-de-familia/pension-alimenticia-honduras-guia-completa","","sha256:e24e0b6b000f","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"pension-alimenticia-honduras-guia-completa","derecho-de-familia","Pensión alimenticia en Honduras: requisitos y pasos","true","true","200","true","true","true","true","","true","firm_historical_review","firm","reviewed","false","","","sha256:554b65d2b762","sha256:554b65d2b762","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"pension-alimenticia-porcentaje-honduras-2026","derecho-de-familia","Pensión Alimenticia en Honduras 2026: Proporcionalidad y Cálculo","true","true","200","true","true","true","true","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:e0b2fbd4bc37","sha256:e0b2fbd4bc37","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"permiso-trabajo-extranjeros-honduras","extranjeria-migracion","Permiso de Trabajo en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:7c33f7f67c31","sha256:7c33f7f67c31","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"pineda-asociados-bufete-multidisciplinario-honduras","practica-legal","Bufete Multidisciplinario en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:4b7c9c10e9b8","sha256:4b7c9c10e9b8","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"poder-desde-espana-para-tramites-honduras","hondurenos-en-espana","Poder desde Espana para Tramites en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:db5ec85e0ae0","sha256:db5ec85e0ae0","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"poder-legal-honduras-cuando-se-necesita","derecho-notarial","Poder Notarial en Honduras: Tipos","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:160edca4e27b","sha256:160edca4e27b","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"poder-notarial-honduras-tipos-requisitos","derecho-notarial","4 Tipos de Poder Notarial en Honduras: Requisitos","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:4831906635e2","sha256:4831906635e2","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"preguntas-frecuentes-antes-contratar-abogado-honduras","practica-legal","10 preguntas que debe hacer antes de contratar","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:895ef95c152d","sha256:895ef95c152d","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"prescripcion-deudas-plazos-honduras","derecho-civil","Prescripción de Deudas en Honduras: Plazos y Requisitos","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:0938d74f5abd","sha256:0938d74f5abd","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"presentar-denuncia-conadeh-honduras","derechos-ciudadanos","Cómo Presentar una Denuncia ante el CONADEH en","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:7655c989774d","sha256:7655c989774d","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"problemas-legales-familiares-honduras","derecho-de-familia","Problemas legales familiares en Honduras: guía práctica...","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:f29b985d4c00","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"proceso-consulta-legal-pineda","practica-legal","Cómo preparar tu consulta legal en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:cff41c29688e","sha256:cff41c29688e","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"proteccion-datos-personales-derechos-arco-honduras","derechos-ciudadanos","Derechos ARCO en Honduras: Guía Completa de","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:1142d1f750b0","sha256:1142d1f750b0","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"proteccion-marcas-competencia-desleal","propiedad-intelectual","Protección de Marcas Frente a la Competencia","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:1d483684c120","sha256:1d483684c120","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"que-hacer-si-me-detienen-en-honduras","derecho-penal","¿Qué Hacer Si Me Detienen en Honduras? Guía","true","true","200","true","true","true","true","","true","firm_historical_review","firm","reviewed","false","","","sha256:078520c370cb","sha256:078520c370cb","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"reagrupacion-familiar-hondurenos-espana","hondurenos-en-espana","Reagrupación familiar en España para hondureños","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:8a0940ea8b13","sha256:8a0940ea8b13","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"reclamar-deuda-legalmente-honduras","derecho-civil","Cómo reclamar una deuda legalmente en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:8f4fe78855ae","sha256:8f4fe78855ae","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"recurso-de-amparo-honduras-guia-completa","derecho-administrativo","Recurso de Amparo en Honduras: Guía Completa y Procedimiento Actualizado","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:1d7bdda45d02","sha256:1d7bdda45d02","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"recurso-de-amparo-para-que-sirve-honduras","derecho-administrativo","Recurso de amparo en Honduras: para qué sirve y cómo se interpone","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:02b709927b74","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"recursos-sentencia-penal-apelacion-casacion-honduras","proceso-penal","Recursos contra sentencia penal en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:288159a71562","sha256:288159a71562","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"reformas-legales-recientes-honduras","noticias-legales","Reformas Legales Honduras 2024: Guía Completa","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:60ff872763e8","sha256:60ff872763e8","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"refugio-asilo-solicitarlo","extranjeria-migracion","Refugio y Asilo en Honduras: Proceso y Requisitos para Solicitarlo","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:9390d0f2738c","sha256:9390d0f2738c","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"registrar-marca-honduras-paso-a-paso","propiedad-intelectual","Registrar una Marca en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:755190166963","sha256:755190166963","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"registrar-marca-paso-a-paso-honduras","propiedad-intelectual","Registrar una Marca en Honduras: El Proceso Real ante...","true","false","404","false","true","false","false","","false","","","reviewed","false","","","sha256:e705818cc2b4","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"registro-medicamentos-productos-farmaceuticos-honduras","regulacion-sanitaria","Registro de medicamentos en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:988408db6297","sha256:988408db6297","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"registro-sanitario-alimentos-arsa-paso-a-paso-honduras","regulacion-sanitaria","Registro Sanitario de Alimentos en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:1bc2b55c1cf2","sha256:1bc2b55c1cf2","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"residencia-temporal-requisitos-plazos-honduras","extranjeria-migracion","Residencia Temporal en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:39ec532f7d79","sha256:39ec532f7d79","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"responsabilidad-medica-mala-praxis-honduras","regulacion-sanitaria","Mala Praxis Medica en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:6032e08c08cb","sha256:6032e08c08cb","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"riesgos-profesionales-accidentes","derecho-laboral","Accidentes Laborales en Honduras: Cobertura Legal","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:f42af8b7c544","sha256:f42af8b7c544","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"sanciones-administrativas-como-defenderse-honduras","derecho-administrativo","Sanciones Administrativas en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:69297044e11e","sha256:69297044e11e","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"sar-notifica-fiscalizacion-que-hacer-honduras","tributario","Fiscalización del SAR en Honduras: Cómo Responder","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:3014ffe777d0","sha256:3014ffe777d0","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"servicios-legales-empresas-sur-honduras","derecho-civil","Guía de Servicios Legales para Empresas en el Sur","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:169cf040cae5","sha256:169cf040cae5","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"sobreseimiento-definitivo-provisional","proceso-penal","Sobreseimiento definitivo y provisional en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:923dd4c9fab5","sha256:923dd4c9fab5","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"tarjetas-credito-intereses-cargos-defensa-honduras","derecho-bancario","Tarjetas de Crédito en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:4f51b7e0c159","sha256:4f51b7e0c159","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"testamentos-sucesiones-herencia-honduras","derecho-civil","Herencias en Honduras: Guía Paso a Paso de","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:263e0827683b","sha256:263e0827683b","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"tipos-sociedad-mercantil-honduras","derecho-mercantil","Tipos de Sociedad Mercantil en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:020edfd75fc8","sha256:020edfd75fc8","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"titulos-valores-cheques-sin-fondo-honduras","derecho-mercantil","Cheques sin Fondo en Honduras: Protesto Notarial","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:8ca172f36f75","sha256:8ca172f36f75","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"tramites-legales-nacaome","practica-legal","Trámites Legales en Nacaome: Poderes","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:4311324f6aa6","sha256:4311324f6aa6","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"tramites-notariales-frecuentes-honduras","derecho-notarial","Trámites notariales en Honduras","true","false","308","false","true","false","false","","false","","","reviewed","false","","","sha256:44826a584d95","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"tributar-espana-bienes-guia","hondurenos-en-espana","Tributar en España con bienes en Honduras","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:114ed581a0be","sha256:114ed581a0be","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"union-de-hecho-requisitos-derechos-honduras","derecho-de-familia","Unión de Hecho en Honduras: Requisitos, Derechos","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:63dba72fafa9","sha256:63dba72fafa9","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"usucapion-prescripcion-adquisitiva-honduras","derecho-civil","Usucapión en Honduras: cómo adquirir una","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:a2f2c667b1db","sha256:a2f2c667b1db","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"violencia-domestica-ruta-legal-honduras","derecho-penal","Violencia Doméstica en Honduras: Cómo Denunciar","true","true","200","true","true","true","false","","true","firm_historical_review","firm","needs_human_review","false","","","sha256:4d0409ea4349","sha256:4d0409ea4349","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"violencia-intrafamiliar-denuncia-proteccion-honduras","derecho-de-familia","Violencia intrafamiliar: cómo denunciar y obtener protección legal","true","false","308","false","true","false","false","","false","","","published","false","","","sha256:af77a8f605ca","","false","KEEP_UNPUBLISHED","Registro no publicado fuera del baseline histórico de 141.","UNPUBLISHED_PRESERVED"
"visas-inversion-rentista-pensionado","extranjeria-migracion","Guía de Visas de Inversión, Rentista y Pensionado","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:31dca718f3fb","sha256:31dca718f3fb","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
"zonas-libres-zoli-beneficios-fiscales-honduras","derecho-aduanero","Zonas Libres en Honduras (ZOLI): Beneficios Fiscales y Requisitos Legales","true","true","200","true","true","true","false","","true","firm_historical_review","firm","reviewed","false","","","sha256:16e1b846e2e5","sha256:16e1b846e2e5","false","KEEP_HISTORICAL_ARTICLE","Artículo histórico publicado en Production.","RECOVERED"
