"slug","production_body_hash","recovered_body_hash","same_body","production_title","recovered_title","same_title","production_meta","recovered_meta","same_meta","production_canonical","recovered_canonical","status"
"creditos-reestructuracion-deudas","7ecaf7761ad7277f32bbbdf65d1fa1c42bd8222016e1e888020c3f1d360d5a7f","7ecaf7761ad7277f32bbbdf65d1fa1c42bd8222016e1e888020c3f1d360d5a7f","true","Reestructuración de Deuda en Honduras","Reestructuración de Deuda en Honduras","true","{""description"":""Guía sobre reestructuración de deudas bancarias en Honduras: cuándo conviene solicitarla, cómo negociar con el banco, requisitos y efectos sobre su historial"",""noindex"":false}","{""description"":""Guía sobre reestructuración de deudas bancarias en Honduras: cuándo conviene solicitarla, cómo negociar con el banco, requisitos y efectos sobre su historial"",""noindex"":false}","true","","","MATCH"
"cuando-necesito-abogado-penalista-honduras","cb4a495154c3cf26df9c6c3fbbb0b1cc0e7a9876694d588901ec41e1254e52b2","cb4a495154c3cf26df9c6c3fbbb0b1cc0e7a9876694d588901ec41e1254e52b2","true","¿Cuándo necesito un abogado penalista en","¿Cuándo necesito un abogado penalista en","true","{""description"":""Desde el momento de una citación o detención, contar con un abogado penalista marca la diferencia. Sepa en qué situaciones es indispensable buscar defensa"",""noindex"":false}","{""description"":""Desde el momento de una citación o detención, contar con un abogado penalista marca la diferencia. Sepa en qué situaciones es indispensable buscar defensa"",""noindex"":false}","true","","","MATCH"
"cuando-prescribe-delito-en-honduras","60988525da867d7abc4ab35f29c0cd08397957a7c5c8e6a2c5f08ae8fe330cba","60988525da867d7abc4ab35f29c0cd08397957a7c5c8e6a2c5f08ae8fe330cba","true","¿Cuándo Prescribe un Delito en Honduras? Plazos","¿Cuándo Prescribe un Delito en Honduras? Plazos","true","{""description"":""Guía sobre la prescripción penal en Honduras: qué es, cómo se calcula, plazos según la gravedad del delito, causas de interrupción y cuándo consultar a un"",""noindex"":false}","{""description"":""Guía sobre la prescripción penal en Honduras: qué es, cómo se calcula, plazos según la gravedad del delito, causas de interrupción y cuándo consultar a un"",""noindex"":false}","true","","","MATCH"
"custodia-hijos-honduras-juez","4be33fee9d83d4fac96c92656bd5f2460ebb6325fd9e16bafa9c4b3a5da0ca46","4be33fee9d83d4fac96c92656bd5f2460ebb6325fd9e16bafa9c4b3a5da0ca46","true","Custodia de Hijos en Honduras 2026","Custodia de Hijos en Honduras 2026","true","{""description"":""¿Quién se queda con los hijos? 8 criterios que evalúa el juez en Honduras. Custodia compartida vs exclusiva, requisitos y cómo preparar su caso."",""noindex"":false}","{""description"":""¿Quién se queda con los hijos? 8 criterios que evalúa el juez en Honduras. Custodia compartida vs exclusiva, requisitos y cómo preparar su caso."",""noindex"":false}","true","","","MATCH"
"danos-perjuicios-indemnizacion-honduras","d278f3eb2cfad38935a5cfddd3471952838bceb837f90d143565e4c822695469","d278f3eb2cfad38935a5cfddd3471952838bceb837f90d143565e4c822695469","true","Daños y Perjuicios en Honduras: Demanda e Indemnización","Daños y Perjuicios en Honduras: Demanda e Indemnización","true","{""description"":""Guía 2026 para reclamar daños y perjuicios en Honduras: tipos, cálculo de indemnización, pruebas necesarias y proceso judicial paso a paso."",""noindex"":false}","{""description"":""Guía 2026 para reclamar daños y perjuicios en Honduras: tipos, cálculo de indemnización, pruebas necesarias y proceso judicial paso a paso."",""noindex"":false}","true","","","MATCH"
"defensa-penal-honduras","235caf1b232587a9f1fabc18feef1326083bc6e09a3ee67a3d9c0ae70c134988","235caf1b232587a9f1fabc18feef1326083bc6e09a3ee67a3d9c0ae70c134988","true","Defensa penal en Honduras: primeras 24 horas","Defensa penal en Honduras: primeras 24 horas","true","{""description"":""La defensa penal no empieza en el juicio. Sepa qué decisiones críticas se toman en la audiencia inicial, cómo impugnar pruebas ilícitas y por qué la"",""noindex"":false}","{""description"":""La defensa penal no empieza en el juicio. Sepa qué decisiones críticas se toman en la audiencia inicial, cómo impugnar pruebas ilícitas y por qué la"",""noindex"":false}","true","","","MATCH"
"defensa-penal-menores-edad-honduras","80322667de1cd2333c1f2e6136493cfd82bb09afcbbbadd2db0af6481fcbdb91","80322667de1cd2333c1f2e6136493cfd82bb09afcbbbadd2db0af6481fcbdb91","true","Defensa Penal Juvenil en Honduras: Guía Completa","Defensa Penal Juvenil en Honduras: Guía Completa","true","{""description"":""Cómo funciona la justicia penal juvenil en Honduras: régimen especial, medidas aplicables, internamiento como último recurso y derechos del menor durante el"",""noindex"":false}","{""description"":""Cómo funciona la justicia penal juvenil en Honduras: régimen especial, medidas aplicables, internamiento como último recurso y derechos del menor durante el"",""noindex"":false}","true","","","MATCH"
"defensa-sar-choluteca","031bf3ac73b27744792a854856937f7dc3de92f73299606ee63950f010756655","031bf3ac73b27744792a854856937f7dc3de92f73299606ee63950f010756655","true","Defensa ante el SAR en Choluteca","Defensa ante el SAR en Choluteca","true","{""description"":""Defensa ante fiscalización del SAR en Choluteca: plazos para responder, documentación requerida, derechos del contribuyente y cómo impugnar liquidaciones"",""noindex"":false}","{""description"":""Defensa ante fiscalización del SAR en Choluteca: plazos para responder, documentación requerida, derechos del contribuyente y cómo impugnar liquidaciones"",""noindex"":false}","true","","","MATCH"
"delitos-ambientales-como-denunciarlos-honduras","cf7b1dcf7394b63e88b846560e0519e41b35c34e476f033115472a318c5f506d","cf7b1dcf7394b63e88b846560e0519e41b35c34e476f033115472a318c5f506d","true","Delitos ambientales en Honduras","Delitos ambientales en Honduras","true","{""description"":""Guía práctica para denunciar delitos ambientales: ante quién presentar la denuncia (MP, SERNA, ICF), qué pruebas necesita y cómo protegerse como denunciante en"",""noindex"":false}","{""description"":""Guía práctica para denunciar delitos ambientales: ante quién presentar la denuncia (MP, SERNA, ICF), qué pruebas necesita y cómo protegerse como denunciante en"",""noindex"":false}","true","","","MATCH"
"delitos-mas-comunes-honduras","bc2b09050bbf32d723892efe8fc3c0dd10aa21c0f00c323313184505ee4e6d0a","bc2b09050bbf32d723892efe8fc3c0dd10aa21c0f00c323313184505ee4e6d0a","true","Delitos Más Comunes en Honduras: Guía Legal","Delitos Más Comunes en Honduras: Guía Legal","true","{""description"":""Los delitos que más llegan a tribunales en Honduras: penal, familiar, patrimonial. Sepa cómo identificarlos y qué pasos legales tomar en cada situación."",""noindex"":false}","{""description"":""Los delitos que más llegan a tribunales en Honduras: penal, familiar, patrimonial. Sepa cómo identificarlos y qué pasos legales tomar en cada situación."",""noindex"":false}","true","","","MATCH"
"demanda-laboral-choluteca","cdc19f66d72a7c0d47487282d42bf218ff7488775db2bfc1536d959cf1442e21","cdc19f66d72a7c0d47487282d42bf218ff7488775db2bfc1536d959cf1442e21","true","Demanda Laboral en Choluteca (Honduras)","Demanda Laboral en Choluteca (Honduras)","true","{""description"":""Demanda laboral en Choluteca por despido injustificado, impago de prestaciones o acoso laboral. Pasos, plazos de 2 meses y abogados laborales en la zona sur."",""noindex"":false}","{""description"":""Demanda laboral en Choluteca por despido injustificado, impago de prestaciones o acoso laboral. Pasos, plazos de 2 meses y abogados laborales en la zona sur."",""noindex"":false}","true","","","MATCH"
"derecho-ambiental-honduras","d7024be5f211c5714d46a1db6ae8de6a062dd23851ed4a6c380d2bc8f026876b","d7024be5f211c5714d46a1db6ae8de6a062dd23851ed4a6c380d2bc8f026876b","true","Derecho Ambiental en Honduras: Licencias, Delitos","Derecho Ambiental en Honduras: Licencias, Delitos","true","{""description"":""Guía completa de derecho ambiental en Honduras: licencias, evaluación de impacto, delitos ambientales, SERNA, categorización y sanciones. Para empresas y"",""noindex"":false}","{""description"":""Guía completa de derecho ambiental en Honduras: licencias, evaluación de impacto, delitos ambientales, SERNA, categorización y sanciones. Para empresas y"",""noindex"":false}","true","","","MATCH"
"derecho-de-peticion-instituciones-honduras","837eac672aae94fb1da2027f0d36fab1d99e376a1c8d457ff00f4abbc1609c94","837eac672aae94fb1da2027f0d36fab1d99e376a1c8d457ff00f4abbc1609c94","true","Derecho de Petición en Honduras","Derecho de Petición en Honduras","true","{""description"":""Cómo redactar una petición efectiva (precisión, autoridad correcta, constancia de recibido). Plazos de respuesta, silencio administrativo y recurso de amparo"",""noindex"":false}","{""description"":""Cómo redactar una petición efectiva (precisión, autoridad correcta, constancia de recibido). Plazos de respuesta, silencio administrativo y recurso de amparo"",""noindex"":false}","true","","","MATCH"
"derechos-consumidor-financiero-honduras-cnbs","8b0f314f0dcb4f21d9b92a184d88d9dc0c214e84dcf459df0a3caa303cba731f","8b0f314f0dcb4f21d9b92a184d88d9dc0c214e84dcf459df0a3caa303cba731f","true","Derechos del consumidor financiero en Honduras","Derechos del consumidor financiero en Honduras","true","{""description"":""Cargos no autorizados, reportes indebidos en Central de Riesgos, tasas modificadas sin aviso. Guía práctica para reclamar ante el banco, la CNBS y los"",""noindex"":false}","{""description"":""Cargos no autorizados, reportes indebidos en Central de Riesgos, tasas modificadas sin aviso. Guía práctica para reclamar ante el banco, la CNBS y los"",""noindex"":false}","true","","","MATCH"
"derechos-de-autor-proteccion-registro-honduras","af64c5c2cf1919b1ae088193217e1a87f37da9f2c45c15e29e1842a9c85c1309","af64c5c2cf1919b1ae088193217e1a87f37da9f2c45c15e29e1842a9c85c1309","true","Derechos de Autor en Honduras: Protección y Registro de Obras","Derechos de Autor en Honduras: Protección y Registro de Obras","true","{""description"":""Guía completa sobre derechos de autor en Honduras: qué obras protege la ley, diferencia entre derechos morales y patrimoniales, cómo registrar una obra ante"",""noindex"":false}","{""description"":""Guía completa sobre derechos de autor en Honduras: qué obras protege la ley, diferencia entre derechos morales y patrimoniales, cómo registrar una obra ante"",""noindex"":false}","true","","","MATCH"
"derechos-detenido-honduras-guia-constitucional","3f91757e7b5c393d62850087af82beef841bb0701d5ddb6edcfd9e12e03897c1","3f91757e7b5c393d62850087af82beef841bb0701d5ddb6edcfd9e12e03897c1","true","Derechos del detenido en Honduras: explicación práctica","Derechos del detenido en Honduras: explicación práctica","true","{""description"":""Derecho a saber por qué lo detienen, a guardar silencio, a un abogado desde el primer momento, a ser presentado ante un juez en 24 horas y a no ser"",""noindex"":false}","{""description"":""Derecho a saber por qué lo detienen, a guardar silencio, a un abogado desde el primer momento, a ser presentado ante un juez en 24 horas y a no ser"",""noindex"":false}","true","","","MATCH"
"derechos-indigenas-consulta-previa-honduras","77156fca08704ea0084d8666e096d5f7a972037fa3a57649de114aadb6601306","77156fca08704ea0084d8666e096d5f7a972037fa3a57649de114aadb6601306","true","Guía completa de derechos indígenas y consulta","Guía completa de derechos indígenas y consulta","true","{""description"":""Convenio 169 de la OIT, consulta previa libre e informada, derechos territoriales de pueblos indígenas en Honduras y obligaciones del Estado. Guía actualizada"",""noindex"":false}","{""description"":""Convenio 169 de la OIT, consulta previa libre e informada, derechos territoriales de pueblos indígenas en Honduras y obligaciones del Estado. Guía actualizada"",""noindex"":false}","true","","","MATCH"
"derechos-laborales-basicos-honduras","fd922acbd53f77ce7023cd9d1cc37d8e720173b56158528942dd7cc475875874","fd922acbd53f77ce7023cd9d1cc37d8e720173b56158528942dd7cc475875874","true","Derechos laborales básicos en Honduras","Derechos laborales básicos en Honduras","true","{""description"":""Guía de los derechos laborales básicos en Honduras que más se violan en la práctica: salario, jornada, aguinaldo, vacaciones, maternidad, estabilidad y cómo"",""noindex"":false}","{""description"":""Guía de los derechos laborales básicos en Honduras que más se violan en la práctica: salario, jornada, aguinaldo, vacaciones, maternidad, estabilidad y cómo"",""noindex"":false}","true","","","MATCH"
"derechos-trabajadora-embarazada-honduras","002e65b1654391e109f189de37b832464b6b2e25d121c53e0d38ef5ddd4aed8c","002e65b1654391e109f189de37b832464b6b2e25d121c53e0d38ef5ddd4aed8c","true","Despido por Embarazo en Honduras","Despido por Embarazo en Honduras","true","{""description"":""¿La despidieron estando embarazada? El fuero maternal la protege en Honduras. Licencia de 10 semanas, lactancia y cómo demandar un despido ilegal."",""noindex"":false}","{""description"":""¿La despidieron estando embarazada? El fuero maternal la protege en Honduras. Licencia de 10 semanas, lactancia y cómo demandar un despido ilegal."",""noindex"":false}","true","","","MATCH"
"despido-empleados-publicos-honduras","04982b73e6ee13b426f0378c5872e3121e196dd34a70f2cebf7257bdd9f791c3","04982b73e6ee13b426f0378c5872e3121e196dd34a70f2cebf7257bdd9f791c3","true","Despido de empleados públicos en Honduras","Despido de empleados públicos en Honduras","true","{""description"":""Empleado de carrera vs. libre nombramiento, causales taxativas de despido, procedimiento administrativo, recursos de reposición y apelación, y amparo. Plazos"",""noindex"":false}","{""description"":""Empleado de carrera vs. libre nombramiento, causales taxativas de despido, procedimiento administrativo, recursos de reposición y apelación, y amparo. Plazos"",""noindex"":false}","true","","","MATCH"
"despido-laboral-honduras-guia-completa","0420e76a41f2488241f5e15a5c22876f657ff8656cb5078a1ccb952a7083b337","0420e76a41f2488241f5e15a5c22876f657ff8656cb5078a1ccb952a7083b337","true","Despido Laboral en Honduras: Guia de","Despido Laboral en Honduras: Guia de","true","{""description"":""Tipos de despido, indemnización por antigüedad con ejemplos en Lempiras, preaviso, plazos para reclamar y errores que debilitan su caso. Basado en el Código de"",""noindex"":false}","{""description"":""Tipos de despido, indemnización por antigüedad con ejemplos en Lempiras, preaviso, plazos para reclamar y errores que debilitan su caso. Basado en el Código de"",""noindex"":false}","true","","","MATCH"
"devolucion-impuestos-como-solicitarla-honduras","98e7ace1e5ca5e5d16864bc1c86b081c038eaf5e2c59b0968f59e6913e9d3c0a","98e7ace1e5ca5e5d16864bc1c86b081c038eaf5e2c59b0968f59e6913e9d3c0a","true","Devolución de impuestos en Honduras","Devolución de impuestos en Honduras","true","{""description"":""Procedimiento completo para solicitar devolución de impuestos en Honduras: saldos a favor del ISR e ISV, plazos, documentación y qué hacer si el SAR rechaza su"",""noindex"":false}","{""description"":""Procedimiento completo para solicitar devolución de impuestos en Honduras: saldos a favor del ISR e ISV, plazos, documentación y qué hacer si el SAR rechaza su"",""noindex"":false}","true","","","MATCH"
"diferencia-denuncia-querella-acusacion-honduras","0102707b9d88b5d107744281d6dfff7152831a9592c4d280a8dc4111a15027a2","0102707b9d88b5d107744281d6dfff7152831a9592c4d280a8dc4111a15027a2","true","Denuncia vs querella y acusación en Honduras","Denuncia vs querella y acusación en Honduras","true","{""description"":""Conozca las diferencias clave entre denuncia, querella y acusación en el sistema penal hondureño. Cada figura tiene requisitos, efectos y procedimientos"",""noindex"":false}","{""description"":""Conozca las diferencias clave entre denuncia, querella y acusación en el sistema penal hondureño. Cada figura tiene requisitos, efectos y procedimientos"",""noindex"":false}","true","","","MATCH"
"divorcio-choluteca","4546d4d3f7ffc1907723173806cd3f1c431b386674a71bbb20e29a782307283d","4546d4d3f7ffc1907723173806cd3f1c431b386674a71bbb20e29a782307283d","true","Divorcio en Choluteca","Divorcio en Choluteca","true","{""description"":""Divorcio en Choluteca: mutuo consentimiento, express o contencioso. Costos, plazos reales, documentos necesarios y abogados locales en el Juzgado de Familia."",""noindex"":false}","{""description"":""Divorcio en Choluteca: mutuo consentimiento, express o contencioso. Costos, plazos reales, documentos necesarios y abogados locales en el Juzgado de Familia."",""noindex"":false}","true","","","MATCH"
"divorcio-honduras-guia-completa","3c2dbf4a9c86adf441dda0589763b1d6f0414f392ee6b07ff64174b2c7fa4c5c","3c2dbf4a9c86adf441dda0589763b1d6f0414f392ee6b07ff64174b2c7fa4c5c","true","Divorcio en Honduras: 3 vías, requisitos y plazos","Divorcio en Honduras: 3 vías, requisitos y plazos","true","{""description"":""Mutuo consentimiento, express o contencioso: comparativa con plazos reales, costes en Lempiras, requisitos legales y errores que encarecen el proceso. Elija la"",""noindex"":false}","{""description"":""Mutuo consentimiento, express o contencioso: comparativa con plazos reales, costes en Lempiras, requisitos legales y errores que encarecen el proceso. Elija la"",""noindex"":false}","true","","","MATCH"
"ejecucion-hipotecaria-honduras-que-hacer","4813c9f1ff1327d84f387fda2ae248d1d5be6364292ebbe9bfe66c6746890722","4813c9f1ff1327d84f387fda2ae248d1d5be6364292ebbe9bfe66c6746890722","true","Ejecución hipotecaria en Honduras: qué hacer","Ejecución hipotecaria en Honduras: qué hacer","true","{""description"":""De la notificación al remate: opciones legales en cada etapa. Dación en pago, reestructuración de deuda, oposición de excepciones y cómo detener el proceso"",""noindex"":false}","{""description"":""De la notificación al remate: opciones legales en cada etapa. Dación en pago, reestructuración de deuda, oposición de excepciones y cómo detener el proceso"",""noindex"":false}","true","","","MATCH"
"errores-contratos-civiles-honduras","63ccb992523514d637c3348fbede46450af759fe22c9e365b5af0db77a950932","63ccb992523514d637c3348fbede46450af759fe22c9e365b5af0db77a950932","true","Redactar Contratos en Honduras","Redactar Contratos en Honduras","true","{""description"":""Cláusulas vagas, ausencia de penal por incumplimiento, falta de domicilio procesal y otros errores que convierten un contrato en fuente de conflictos"",""noindex"":false}","{""description"":""Cláusulas vagas, ausencia de penal por incumplimiento, falta de domicilio procesal y otros errores que convierten un contrato en fuente de conflictos"",""noindex"":false}","true","","","MATCH"
"estafas-fraudes-tipos-penales-honduras","3830925c724c34e3c83ff9914743f0fae780383e6a2809507af536186aaf4fd5","3830925c724c34e3c83ff9914743f0fae780383e6a2809507af536186aaf4fd5","true","Estafas en Honduras: Tipos Penales","Estafas en Honduras: Tipos Penales","true","{""description"":""¿Víctima de estafa? Conozca los 7 tipos penales, penas de prisión y los 3 pasos para denunciar y recuperar su dinero en Honduras. Plazos y pruebas."",""noindex"":false}","{""description"":""¿Víctima de estafa? Conozca los 7 tipos penales, penas de prisión y los 3 pasos para denunciar y recuperar su dinero en Honduras. Plazos y pruebas."",""noindex"":false}","true","","","MATCH"
"etapa-investigacion-proceso-penal-honduras","f8c94ac8a0d97c29c0c4ec78b19da268bf64e5808e42c60f1f5c04c9331b2e83","f8c94ac8a0d97c29c0c4ec78b19da268bf64e5808e42c60f1f5c04c9331b2e83","true","Investigación Penal en Honduras","Investigación Penal en Honduras","true","{""description"":""Guía sobre la fase de investigación en el proceso penal de Honduras: quién la dirige, qué diligencias se realizan, cuánto dura y qué derechos tiene el"",""noindex"":false}","{""description"":""Guía sobre la fase de investigación en el proceso penal de Honduras: quién la dirige, qué diligencias se realizan, cuánto dura y qué derechos tiene el"",""noindex"":false}","true","","","MATCH"
"evaluacion-impacto-ambiental-honduras","191d509168a5791e68e647d64ebf6fbdfdc1398a50635ae9f6eab1fffebfc402","191d509168a5791e68e647d64ebf6fbdfdc1398a50635ae9f6eab1fffebfc402","true","Evaluación de Impacto Ambiental en Honduras","Evaluación de Impacto Ambiental en Honduras","true","{""description"":""Guía completa: categorización de proyectos, proceso de EIA ante la SERNA, plazos, costos, y consecuencias legales de operar sin licencia ambiental. Para"",""noindex"":false}","{""description"":""Guía completa: categorización de proyectos, proceso de EIA ante la SERNA, plazos, costos, y consecuencias legales de operar sin licencia ambiental. Para"",""noindex"":false}","true","","","MATCH"
"expropiacion-forzosa-derechos-propietario-honduras","a151d64677474dc13734678dcdd20450703ff1fbd9ccfa0bf9aca6aebfbd706b","a151d64677474dc13734678dcdd20450703ff1fbd9ccfa0bf9aca6aebfbd706b","true","Expropiación Forzosa en Honduras","Expropiación Forzosa en Honduras","true","{""description"":""Fases del procedimiento expropiatorio, cómo impugnar la valoración, hoja de aprecio, Jurado de Expropiación, ocupación urgente y reversión del bien."",""noindex"":false}","{""description"":""Fases del procedimiento expropiatorio, cómo impugnar la valoración, hoja de aprecio, Jurado de Expropiación, ocupación urgente y reversión del bien."",""noindex"":false}","true","","","MATCH"
"facturacion-electronica-requisitos-sar","ed827aa2a56aa23bdbb4d380fc63195a4ccaec79d4fc4c2a103e391ead1cb792","ed827aa2a56aa23bdbb4d380fc63195a4ccaec79d4fc4c2a103e391ead1cb792","true","Facturación Electrónica en Honduras","Facturación Electrónica en Honduras","true","{""description"":""Quiénes están obligados, cómo solicitar autorización como emisor electrónico, software certificado, firma electrónica y sanciones por no cumplir con el SAR."",""noindex"":false}","{""description"":""Quiénes están obligados, cómo solicitar autorización como emisor electrónico, software certificado, firma electrónica y sanciones por no cumplir con el SAR."",""noindex"":false}","true","","","MATCH"
"fianza-medidas-cautelares-proceso-penal-honduras","cbff62f7b004390ec1a49f5ca8f8cbfc557881910c47f5dc49fb408691e2ecfb","cbff62f7b004390ec1a49f5ca8f8cbfc557881910c47f5dc49fb408691e2ecfb","true","Fianzas y Medidas Cautelares en el Proceso Penal","Fianzas y Medidas Cautelares en el Proceso Penal","true","{""description"":""Escala de medidas (presentación, arraigo, vigilancia, fianza, prisión preventiva). Cómo se fija el monto de la fianza, tipos de caución y consecuencias del"",""noindex"":false}","{""description"":""Escala de medidas (presentación, arraigo, vigilancia, fianza, prisión preventiva). Cómo se fija el monto de la fianza, tipos de caución y consecuencias del"",""noindex"":false}","true","","","MATCH"
"guia-aduanera-importaciones-honduras","d2a4ff40d96f20f9c963853dc48217e5a441efd17768c5aab51401ea13c59c66","d2a4ff40d96f20f9c963853dc48217e5a441efd17768c5aab51401ea13c59c66","true","Importaciones en Honduras: guía aduanera","Importaciones en Honduras: guía aduanera","true","{""description"":""Guía completa de importaciones en Honduras: clasificación arancelaria, DUA, impuestos DAI e ISV, permisos, agente aduanero y despacho. Puerto San Lorenzo y más."",""noindex"":false}","{""description"":""Guía completa de importaciones en Honduras: clasificación arancelaria, DUA, impuestos DAI e ISV, permisos, agente aduanero y despacho. Puerto San Lorenzo y más."",""noindex"":false}","true","","","MATCH"
"habeas-corpus-cuando-interponer-honduras","e150a6689804643205d01516c356a59e61f0cff1635a286c29ce0dd29a67480e","e150a6689804643205d01516c356a59e61f0cff1635a286c29ce0dd29a67480e","true","Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede","Hábeas Corpus en Honduras: Cómo Interponerlo y Cuándo Procede","true","{""description"":""Guía completa del hábeas corpus en Honduras: qué derechos protege, contra qué actos procede, quién puede interponerlo, plazo de 24 horas, diferencias con el"",""noindex"":false}","{""description"":""Guía completa del hábeas corpus en Honduras: qué derechos protege, contra qué actos procede, quién puede interponerlo, plazo de 24 horas, diferencias con el"",""noindex"":false}","true","","","MATCH"
"habilitacion-clinicas-hospitales","ec431f7c43b5c9f0b514510d4d4ffb7dab8fc473037f553713c647e0004f9c91","ec431f7c43b5c9f0b514510d4d4ffb7dab8fc473037f553713c647e0004f9c91","true","Licencia Sanitaria en Honduras: Guía Completa","Licencia Sanitaria en Honduras: Guía Completa","true","{""description"":""Requisitos de planos, equipamiento, personal colegiado, protocolos de desechos y bioseguridad. Inspección de la Región Sanitaria y renovación de la licencia."",""noindex"":false}","{""description"":""Requisitos de planos, equipamiento, personal colegiado, protocolos de desechos y bioseguridad. Inspección de la Región Sanitaria y renovación de la licencia."",""noindex"":false}","true","","","MATCH"
"herencias-transfronterizas-bienes","b3065e30549f627bbd090f2ec6d00009e81e2b11a2b713c459c2fafe4a6c5983","b3065e30549f627bbd090f2ec6d00009e81e2b11a2b713c459c2fafe4a6c5983","true","Herencia Transfronteriza Honduras-España","Herencia Transfronteriza Honduras-España","true","{""description"":""Qué ley se aplica a la sucesión, impuestos en cada país (Sucesiones en Honduras, ISD en España), modelo 720 y pasos prácticos tras un fallecimiento."",""noindex"":false}","{""description"":""Qué ley se aplica a la sucesión, impuestos en cada país (Sucesiones en Honduras, ISD en España), modelo 720 y pasos prácticos tras un fallecimiento."",""noindex"":false}","true","","","MATCH"
"hondurenos-espana-documentos","a51e050713b368072c996d6d5e1da7d18db3a704c83a71a46319b8cecf36f0d6","a51e050713b368072c996d6d5e1da7d18db3a704c83a71a46319b8cecf36f0d6","true","Documentos legales hondureños desde España","Documentos legales hondureños desde España","true","{""description"":""Guía para hondureños residentes en España que necesitan gestionar documentos legales en Honduras: partidas, antecedentes, poderes y más."",""noindex"":false}","{""description"":""Guía para hondureños residentes en España que necesitan gestionar documentos legales en Honduras: partidas, antecedentes, poderes y más."",""noindex"":false}","true","","","MATCH"
"importaciones-san-lorenzo","c8103187d4f1e95022499d730228253af36231eb8e51f0836ca0516656da4736","c8103187d4f1e95022499d730228253af36231eb8e51f0836ca0516656da4736","true","Importaciones en San Lorenzo","Importaciones en San Lorenzo","true","{""description"":""Importaciones en San Lorenzo: requisitos legales, clasificación arancelaria, DUA, impuestos DAI e ISV, permisos especiales y despacho aduanero en el puerto."",""noindex"":false}","{""description"":""Importaciones en San Lorenzo: requisitos legales, clasificación arancelaria, DUA, impuestos DAI e ISV, permisos especiales y despacho aduanero en el puerto."",""noindex"":false}","true","","","MATCH"
"importar-china-guia-aduanera","7169de277b587636329a60a730fbd2949fc6b2f6043580d59edf043673ed0148","7169de277b587636329a60a730fbd2949fc6b2f6043580d59edf043673ed0148","true","Importar desde China a Honduras: Guía Legal","Importar desde China a Honduras: Guía Legal","true","{""description"":""Documentación necesaria, aranceles e impuestos, Incoterms recomendados (FOB, CIF), proceso desde la compra hasta el despacho aduanero en Honduras."",""noindex"":false}","{""description"":""Documentación necesaria, aranceles e impuestos, Incoterms recomendados (FOB, CIF), proceso desde la compra hasta el despacho aduanero en Honduras."",""noindex"":false}","true","","","MATCH"
"importar-mercancias-guia-aduanera","03f41c872342ff33e968556bf5735efde69f3f0f1be321b202af2ea18c2e4e7d","03f41c872342ff33e968556bf5735efde69f3f0f1be321b202af2ea18c2e4e7d","true","Guía completa para importar a Honduras","Guía completa para importar a Honduras","true","{""description"":""Requisitos aduaneros, DUA, factura comercial, permisos especiales, impuestos (DAI, ISV) y documentos necesarios para importar mercancías a Honduras sin"",""noindex"":false}","{""description"":""Requisitos aduaneros, DUA, factura comercial, permisos especiales, impuestos (DAI, ISV) y documentos necesarios para importar mercancías a Honduras sin"",""noindex"":false}","true","","","MATCH"
"impuesto-renta-personas-fisicas-honduras","d98e61973001cc2e7f57ced1542052ea147d4c0d2cdf462d9c31ca0d2e6096bf","d98e61973001cc2e7f57ced1542052ea147d4c0d2cdf462d9c31ca0d2e6096bf","true","ISR para Personas Físicas en Honduras","ISR para Personas Físicas en Honduras","true","{""description"":""Umbrales de ingresos, tramos progresivos del ISR, gastos deducibles con ejemplos y consecuencias de no declarar. Guía para asalariados y profesionales"",""noindex"":false}","{""description"":""Umbrales de ingresos, tramos progresivos del ISR, gastos deducibles con ejemplos y consecuencias de no declarar. Guía para asalariados y profesionales"",""noindex"":false}","true","","","MATCH"
"impuestos-pequenas-empresas-guia-basica-honduras","8a6e55f005358ca9e245d6fa1b7ce678cfd5dbd1bb06fad297a6bdca3972bce6","8a6e55f005358ca9e245d6fa1b7ce678cfd5dbd1bb06fad297a6bdca3972bce6","true","Impuestos para Pequeñas Empresas en Honduras","Impuestos para Pequeñas Empresas en Honduras","true","{""description"":""Guía para el pequeño empresario hondureño: inscripción en el SAR, RTN, ISV, ISR, facturación electrónica, regímenes simplificados y plazos de declaración. Lo"",""noindex"":false}","{""description"":""Guía para el pequeño empresario hondureño: inscripción en el SAR, RTN, ISV, ISR, facturación electrónica, regímenes simplificados y plazos de declaración. Lo"",""noindex"":false}","true","","","MATCH"
"incumplimiento-contrato-comercial-honduras","7e9bafaa77ac4286600a9bcba1c25737b0e6983d4c6dc7b0d0a9f3cb63e28dc0","7e9bafaa77ac4286600a9bcba1c25737b0e6983d4c6dc7b0d0a9f3cb63e28dc0","true","Incumplimiento de contrato en Honduras","Incumplimiento de contrato en Honduras","true","{""description"":""Guía para reaccionar ante un incumplimiento contractual en Honduras: pasos legales, reclamación formal, mediación y vía judicial."",""noindex"":false}","{""description"":""Guía para reaccionar ante un incumplimiento contractual en Honduras: pasos legales, reclamación formal, mediación y vía judicial."",""noindex"":false}","true","","","MATCH"
